bib,low,high,low_dist,high_dist,diff,length,meters_sec,climb,zscore
117,2019-07-25T12:35:06Z,2019-07-25T13:19:55Z,74.80486964434449,88.60420990423418,44.8166666666667,13.79934025988969,5.131773990289956,izoard,0.046308443248619824
118,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.57583294789184,88.63903180226308,49.7166666666667,14.063198854371237,4.714448157683955,izoard,-0.37101738935738116
121,2019-07-25T12:35:06Z,2019-07-25T13:19:55Z,74.78599119123083,88.58375834498904,44.8166666666667,13.797767153758201,5.131188974993752,izoard,0.04572342795241635
122,2019-07-25T12:35:06Z,2019-07-25T13:15:22Z,74.68,88.59615656543663,40.2666666666667,13.916156565436623,5.759998578409198,izoard,0.6745330313678624
123,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.64105300669618,88.68520968403635,49.7166666666667,14.044156677340169,4.708064591800258,izoard,-0.377400955241078
124,2019-07-25T12:35:06Z,2019-07-25T13:22:43Z,74.62,88.61876891711373,47.6166666666667,13.998768917113722,4.899814111695387,izoard,-0.18565143534594863
125,2019-07-25T12:27:15Z,2019-07-25T13:13:30Z,74.73,88.7433908532363,46.25,14.013390853236302,5.049870577742811,izoard,-0.03559496929852468
126,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.6043920075669,88.66562769830011,49.7166666666667,14.061235690733213,4.713790040473755,izoard,-0.3716755065675805
127,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.62199088202426,88.67035689556899,49.7166666666667,14.048366013544722,4.709475700149086,izoard,-0.37598984689225023
131,2019-07-25T12:35:06Z,2019-07-25T13:15:22Z,74.67556161729068,88.57601553661563,40.2666666666667,13.900453919324946,5.753499138793438,izoard,0.6680335917521019
132,2019-07-25T12:25:55Z,2019-07-25T13:09:56Z,74.81313414290689,88.73282002641072,44.0166666666667,13.919685883503831,5.270611845325192,izoard,0.18514629828385587
133,2019-07-25T12:35:06Z,2019-07-25T13:19:55Z,74.74200114098741,88.58210144138484,44.8166666666667,13.840100300397424,5.146932056674386,izoard,0.06146650963304978
134,2019-07-25T12:35:06Z,2019-07-25T13:22:43Z,74.57272671802941,88.59775743082398,47.6166666666667,14.02503071279456,4.909006199788085,izoard,-0.17645934725325052
135,2019-07-25T12:35:06Z,2019-07-25T13:19:55Z,74.81606450351808,88.60651178518548,44.8166666666667,13.790447281667397,5.128466820999404,izoard,0.043001273958068076
136,2019-07-25T12:35:06Z,2019-07-25T13:20:25Z,74.6311551476768,88.57130024429154,45.3166666666667,13.940145096614742,5.126938248111343,izoard,0.04147270107000711
137,2019-07-25T12:35:06Z,2019-07-25T13:22:43Z,74.6400677838063,88.60096766476558,47.6166666666667,13.960899880959275,4.886559286300061,izoard,-0.19890626074127482
138,2019-07-25T12:35:06Z,2019-07-25T13:22:43Z,74.63037045492439,88.60541259805548,47.6166666666667,13.975042143131091,4.8915093255621604,izoard,-0.19395622147917546
141,2019-07-25T12:35:06Z,2019-07-25T13:22:43Z,74.52194736935725,88.60504794464613,47.6166666666667,14.083100575288881,4.929331667934505,izoard,-0.15613387910683052
142,2019-07-25T12:27:15Z,2019-07-25T13:18:25Z,74.78694463902403,88.71267333543362,51.1666666666667,13.925728696409593,4.536067979286512,izoard,-0.5493975677548235
144,2019-07-25T12:35:06Z,2019-07-25T13:19:55Z,74.74125861857948,88.62008477629273,44.8166666666667,13.878826157713249,5.161333639908237,izoard,0.07586809286690066
145,2019-07-25T12:27:15Z,2019-07-25T13:09:56Z,74.85581722439291,88.7281080491176,42.6833333333333,13.872290824724686,5.416747686343103,izoard,0.3312821393017673
152,2019-07-25T12:35:06Z,2019-07-25T13:22:43Z,74.5675033905392,88.62976573100977,47.6166666666667,14.062262340470568,4.922037921060752,izoard,-0.16342762598058425
155,2019-07-25T12:35:06Z,2019-07-25T13:19:55Z,74.79012092671084,88.62650808797473,44.8166666666667,13.836387161263886,5.145551194222345,izoard,0.06008564718100917
