StravaSegment,OrderInRace,AtKM,race,year,stage,class,notes
salitaperrefrontolodaviacrevade,3,130.5,tf gd dorigo mo biemmereti mo ettore e cristiano floriani mo emilio mazzero,2021,1,JR,none
Königstraße-Georgiiweg,1,7,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,2,14,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,3,21,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,4,28,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,5,35,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,6,42,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,7,49,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,8,56,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,9,63,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,10,70,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,11,77,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,12,84,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,13,91,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,1,98,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,14,105,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,15,112,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,16,119,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,17,126,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,18,133,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,19,140,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,20,147,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,21,154,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,22,161,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,23,168,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,24,175,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,25,182,national championships germany - road race,2021,1,NC,none
Königstraße-Georgiiweg,26,189,national championships germany - road race,2021,1,NC,none
"[EB]GiovoLigure,daBadani",1,171.5,milano-sanremo,2021,1,1.UWT,none
Capomele(daLaigueglia),1,247,milano-sanremo,2021,1,1.UWT,none
CapoMimosa(dalsemaforodiAndora),1,252,milano-sanremo,2021,1,1.UWT,none
CapoBertadaDianoMarina,1,260,milano-sanremo,2021,1,1.UWT,none
CipressadaSanLorenzo,1,277,milano-sanremo,2021,1,1.UWT,none
PoggiodiSanremo,1,293.5,milano-sanremo,2021,1,1.UWT,none
AscensionSucauMay(complet),1,51.5,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
LaBordéBasseClimb,1,91.5,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
LeGrandGuillaume,1,133.5,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
Dignac,1,135,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
LaRegaudieClimb,1,149.5,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
LegrandBois,1,170,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
montéelubersacroutedebenayes,1,181,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
CôteaprèsSaint-Merd-Les-Oussines,1,11,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
D32Climb,1,31,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
Chaufaille-Lubersac,1,160,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
AvChdeGaulle,1,185,tour du limousin - nouvelle aquitaine,2021,3,2.1,none
MontéeAuberochedébut/fin,1,38,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
MontéeversStRaphaelparlaJoutade,1,70,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
MoulinduPont=>Larre,1,85.5,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
pervendouxTDL,1,143,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
ChezReparatClimb,1,147,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
MontéedeCharoncle,1,150,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
LeMalnoirClimb,1,155.5,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
DiggersHill,1,171,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
D5ClimbCubastoGenis,1,80,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
LeChapelouClimb,1,128,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
D67Climb,1,120,tour du limousin - nouvelle aquitaine,2021,2,2.1,none
LesBordes-->PuydeJouër,1,44.5,tour du limousin - nouvelle aquitaine,2021,1,2.1,none
PrimedeBénévent-l'Abbaye,1,59,tour du limousin - nouvelle aquitaine,2021,1,2.1,none
Côted'Ajain,1,107.5,tour du limousin - nouvelle aquitaine,2021,1,2.1,none
PontàLibaut-Peyrabout,1,125.5,tour du limousin - nouvelle aquitaine,2021,1,2.1,none
Glénic-pont-lesécures,1,161.5,tour du limousin - nouvelle aquitaine,2021,1,2.1,none
ArrivéeStLaurent,1,173.5,tour du limousin - nouvelle aquitaine,2021,1,2.1,none
saintefeyre,2,179,tour du limousin - nouvelle aquitaine,2021,1,2.1,none
D63A1Climb,1,165,tour du limousin - nouvelle aquitaine,2021,1,2.1,none
Beklemento-Pass,1,88,tour of bulgaria,2021,2,2.2,none
PasarelClimb,1,18.5,tour of bulgaria,2021,1,2.2,none
Borovetsclimb,1,54,tour of bulgaria,2021,1,2.2,none
KarabunarPamidovo,1,115,tour of bulgaria,2021,1,2.2,none
ShipkaNorth,1,79.5,tour of bulgaria,2021,3,2.2,none
Segment,1,77,tour of bulgaria,2021,5,2.2,none
Climb:ShipkaSouth,1,158.5,tour of bulgaria,2021,5,2.2,none
RueDesCadransSolairesClimb,1,16,alpes isere tour,2021,4,2.2,none
BasPommier-Pommier,1,34,alpes isere tour,2021,4,2.2,none
Parmenieversantnord,1,69,alpes isere tour,2021,4,2.2,none
"ColdeChatain,versantSud",1,80,alpes isere tour,2021,4,2.2,none
RouteDeSaintMichelDeSaintGeoirsClimb,1,86.5,alpes isere tour,2021,4,2.2,none
"Toutesaurespartie""dure""",1,93,alpes isere tour,2021,4,2.2,none
ToutesAures++,1,95,alpes isere tour,2021,4,2.2,none
RouteDeVirivilleClimb,1,105,alpes isere tour,2021,4,2.2,none
montéedelatourd'anjou,1,142,alpes isere tour,2021,4,2.2,none
MontéedesGuillomets,1,151,alpes isere tour,2021,4,2.2,none
LeColombierjusqu'enhaut,1,166.5,alpes isere tour,2021,4,2.2,none
Montéedel'embranchement,1,26.5,alpes isere tour,2021,4,2.2,none
MontéechronoBelAirACMV,1,16.5,alpes isere tour,2021,3,2.2,none
CheminDeLaRenteClimb,1,33,alpes isere tour,2021,3,2.2,none
LaCombeauRieu,1,70.5,alpes isere tour,2021,3,2.2,none
routedelaravat,1,86,alpes isere tour,2021,3,2.2,none
LesBridesClimb,1,96.5,alpes isere tour,2021,3,2.2,none
"MontéedelaCroixdePierre,Pusignan",1,142,alpes isere tour,2021,3,2.2,none
"MontéedelaCroixdePierre,Pusignan",2,146.5,alpes isere tour,2021,3,2.2,none
"MontéedelaCroixdePierre,Pusignan",3,152,alpes isere tour,2021,3,2.2,none
ChemindeSainte-MaximeClimb,1,24,alpes isere tour,2021,3,2.2,none
"SaintOndras,Valencogne,D73àchemindelaMadone",1,37,alpes isere tour,2021,2,2.2,none
RouteDuVillageClimb,1,67,alpes isere tour,2021,2,2.2,none
Faux-PlatSaintVictordeCessieu,1,84,alpes isere tour,2021,2,2.2,none
Lacombe-LesEparres,1,108,alpes isere tour,2021,2,2.2,none
AlléeDeL'ÉtangClimb,1,115,alpes isere tour,2021,2,2.2,none
laverpillére-villefontaine,1,149,alpes isere tour,2021,2,2.2,none
laverpillére-villefontaine,2,157,alpes isere tour,2021,2,2.2,none
laverpillére-villefontaine,3,165,alpes isere tour,2021,2,2.2,none
RouteDeLaTourDuPinClimb,1,3,alpes isere tour,2021,2,2.2,none
RouteDeVirieuClimb,1,6,alpes isere tour,2021,2,2.2,none
LeGrandColombier(Anglefort)-1501m,1,98,tour de l'avenir,2021,7,2.Ncup,none
ColdeChaussyparHermillon,1,17,tour de l'avenir,2021,8,2.Ncup,none
coldelacroixdeferparstetiennedecuines,1,58.5,tour de l'avenir,2021,8,2.Ncup,none
StJeantoLesChaletlesMarmottes,1,70,tour de l'avenir,2021,8,2.Ncup,none
151CôtedeRossanges#100cols,1,37,tour de l'avenir,2021,9,2.Ncup,none
153ColdelaMadeleine#100cols,1,59.5,tour de l'avenir,2021,9,2.Ncup,none
BonnevalIseran,1,85,tour de l'avenir,2021,9,2.Ncup,none
Ste-Foy-Villaroger,1,123,tour de l'avenir,2021,9,2.Ncup,none
PetitSaintBernardparMontvalezan,1,155,tour de l'avenir,2021,9,2.Ncup,none
SubidaAltodeCuatroVientos(desdeLíjar),1,74,la vuelta ciclista a espana,2021,9,2.UWT,none
AltoColladoVentaLuisa,1,131,la vuelta ciclista a espana,2021,9,2.UWT,none
PtoGergal-OluladesdeCrucehaciaMerendera,1,147.5,la vuelta ciclista a espana,2021,9,2.UWT,none
AltodeCastroFilabres(2ªparteLosServales-Olula),1,159,la vuelta ciclista a espana,2021,9,2.UWT,none
VelefiquePuertodesdecruceaCastroFilabres,1,188,la vuelta ciclista a espana,2021,9,2.UWT,none
PuertoLaLlacuna,1,16.5,la vuelta ciclista a espana,2021,7,2.UWT,none
revolcatporalcoydesdecruce,1,60.5,la vuelta ciclista a espana,2021,7,2.UWT,none
Benilloba-Tudons(perAlcoleja),1,80,la vuelta ciclista a espana,2021,7,2.UWT,none
PuertodeTorremanzanas,1,113,la vuelta ciclista a espana,2021,7,2.UWT,none
PuertoTibidesdesemáforo,1,138.5,la vuelta ciclista a espana,2021,7,2.UWT,none
Balcód'Alacantoficial(Palmeros),1,152,la vuelta ciclista a espana,2021,7,2.UWT,none
"CalleDeDoñaMaríaLuisaPastor,17Climb",1,32.5,la vuelta ciclista a espana,2021,7,2.UWT,none
cocentaina,1,50,la vuelta ciclista a espana,2021,7,2.UWT,none
Primolano-Fastro-SALITA,1,45.5,giro ciclistico d'italia,2018,8,2.2U,none
MonteGrappadaCaupo-official-,1,84.5,giro ciclistico d'italia,2018,8,2.2U,none
BivioValstagna-BivioFoza,1,137,giro ciclistico d'italia,2018,8,2.2U,none
Telve(DaviaVicenza),1,17.5,giro ciclistico d'italia,2018,8,2.2U,none
Schio(ponteGogna)-P.ssoXon,1,79.5,giro ciclistico d'italia,2018,7,2.2U,none
ContradaRossatiDiSopraClimb,1,98.5,giro ciclistico d'italia,2018,7,2.2U,none
Torrebelvicino-PiandelleFugazze,1,137,giro ciclistico d'italia,2018,7,2.2U,none
GuizzadiLeguzzanodaCa'30,1,110,giro ciclistico d'italia,2018,7,2.2U,none
Edolo-CortenoGolgi(variante),1,51,giro ciclistico d'italia,2018,5,2.2U,none
Edolo-TonaleNx,1,88,giro ciclistico d'italia,2018,5,2.2U,none
DimaroPiazzaCentraletoFolgaridaBelvedere,1,123.5,giro ciclistico d'italia,2018,5,2.2U,none
MalgaDimaro,1,127,giro ciclistico d'italia,2018,5,2.2U,none
PolavenodaIseo,1,73,giro ciclistico d'italia,2018,4,2.2U,none
ManivaforCCCDolomitesfromwheretherealclimbingbeganuntiltheturnoff,1,116,giro ciclistico d'italia,2018,4,2.2U,none
Brozzo-SanColombano,1,108,giro ciclistico d'italia,2018,4,2.2U,none
S.AntoniodaOsteriaVecchia,1,97.5,giro ciclistico d'italia,2018,2,2.2U,none
SS12,1,114,giro ciclistico d'italia,2018,2,2.2U,none
Montecretodastrettara,1,127.5,giro ciclistico d'italia,2018,2,2.2U,none
Montecreto-Sestola,1,136.5,giro ciclistico d'italia,2018,2,2.2U,none
SP324-V.Panorama,1,138,giro ciclistico d'italia,2018,2,2.2U,none
Xhautecluse/coldessaisies,1,61.5,tour de l'avenir,2018,8,2.Ncup,none
MontéedeCrestVolandparBellecombe,1,76.5,tour de l'avenir,2018,8,2.Ncup,none
Hautluce,1,55,tour de l'avenir,2018,8,2.Ncup,none
Albertville->LesCurtillets,1,49,tour de l'avenir,2018,8,2.Ncup,none
Bruntál-NovéHerminoviCLIMB,1,32,grand prix priessnitz spa,2018,2,2.Ncup,none
Krásné-Tratovka,1,96,grand prix priessnitz spa,2018,2,2.Ncup,none
"Dlouhéstránepovrtule,hardclimbsegment",1,119,grand prix priessnitz spa,2018,2,2.Ncup,none
DlouhéStráne-completeuphill,1,150,grand prix priessnitz spa,2018,2,2.Ncup,none
Masua,1,4,g.p. palio del recioto,2018,1,1.2U,none
"Jago,ViadeiCiliegi",1,6.5,g.p. palio del recioto,2018,1,1.2U,none
Masua,2,22,g.p. palio del recioto,2018,1,1.2U,none
"Jago,ViadeiCiliegi",2,24.5,g.p. palio del recioto,2018,1,1.2U,none
Masua,3,40,g.p. palio del recioto,2018,1,1.2U,none
"Jago,ViadeiCiliegi",3,42.5,g.p. palio del recioto,2018,1,1.2U,none
Masua,4,58,g.p. palio del recioto,2018,1,1.2U,none
"Jago,ViadeiCiliegi",4,60.5,g.p. palio del recioto,2018,1,1.2U,none
Masua,5,76,g.p. palio del recioto,2018,1,1.2U,none
"Jago,ViadeiCiliegi",5,78.5,g.p. palio del recioto,2018,1,1.2U,none
Masua,6,94,g.p. palio del recioto,2018,1,1.2U,none
"Jago,ViadeiCiliegi",6,96.5,g.p. palio del recioto,2018,1,1.2U,none
Masua,7,112,g.p. palio del recioto,2018,1,1.2U,none
"Jago,ViadeiCiliegi",7,114.5,g.p. palio del recioto,2018,1,1.2U,none
Salitafinalerecioto,1,143,g.p. palio del recioto,2018,1,1.2U,none
ViaPalazzoBertoldiClimb,1,132,g.p. palio del recioto,2018,1,1.2U,none
HeryparlesRafforts,1,26,tour de l'avenir,2017,7,2.Ncup,none
ColVorger,1,46.5,tour de l'avenir,2017,7,2.Ncup,none
coldessaisiesparhauteluce,1,118,tour de l'avenir,2017,7,2.Ncup,none
Albertville->LesCurtillets,1,107,tour de l'avenir,2017,7,2.Ncup,none
CormetdeRoselend-Roadtosky,1,37.5,tour de l'avenir,2017,8,2.Ncup,none
BourgStMclimbtoMontgirod4km,1,63,tour de l'avenir,2017,8,2.Ncup,none
LANDRYTOARCS1800,1,85,tour de l'avenir,2017,8,2.Ncup,none
AubergeaVillaroger,1,112,tour de l'avenir,2017,8,2.Ncup,none
Anne'sSaintFoyStationClimb,1,121,tour de l'avenir,2017,8,2.Ncup,none
MontéedeVenthon,1,3,tour de l'avenir,2017,8,2.Ncup,none
ColdelaMadeleinedepuisNotreDamedeBriançon,1,58.5,tour de l'avenir,2017,9,2.Ncup,none
Albiez-Montrond(Ouest),1,108,tour de l'avenir,2017,9,2.Ncup,none
Bruntál-NovéHerminoviCLIMB,1,31,grand prix priessnitz spa,2017,2,2.Ncup,none
Krásné-Tratovka,1,95,grand prix priessnitz spa,2017,2,2.Ncup,none
"Dlouhéstránepovrtule,hardclimbsegment",1,118,grand prix priessnitz spa,2017,2,2.Ncup,none
DlouhéStráne-completeuphill,1,148,grand prix priessnitz spa,2017,2,2.Ncup,none
SvoltedaOspedale,1,61,giro ciclistico d'italia,2017,7,2.2U,none
CampoImperatoredaPaganica,1,145,giro ciclistico d'italia,2017,7,2.2U,none
Salesaleenonfamalemale,1,16,giro ciclistico d'italia,2017,7,2.2U,none
ViaTiburtinaClimb,1,40,giro ciclistico d'italia,2017,7,2.2U,none
ViaArenileClimb,1,12,giro ciclistico d'italia,2017,6,2.2U,none
CasalincontradadaReginaldoItratto,1,30,giro ciclistico d'italia,2017,6,2.2U,none
SS5Tiburtina-ForchettaPretorocompleto,1,62,giro ciclistico d'italia,2017,6,2.2U,none
CasalincontradadaReginaldoItratto,2,78,giro ciclistico d'italia,2017,6,2.2U,none
ClimbViaAlento-StradaComunale,1,104,giro ciclistico d'italia,2017,6,2.2U,none
salitastradaperpopoli,1,93,giro ciclistico d'italia,2017,6,2.2U,none
salitastradaperpopoli,2,119,giro ciclistico d'italia,2017,6,2.2U,none
ClimbViaAlento-StradaComunale,2,130,giro ciclistico d'italia,2017,6,2.2U,none
ColsdesAresdepuiscroisementCazaunous,1,106,ronde de l'isard,2017,2,2.2U,none
HospicedeFrancefromLuchon,1,147,ronde de l'isard,2017,2,2.2U,none
ColduBuret,1,96,ronde de l'isard,2017,2,2.2U,none
Pailheres-OfficialTDFClimb-fromChateaud'Usson(D16)Ste-Marie-VeloTopo.com,1,73.5,ronde de l'isard,2017,3,2.2U,none
ascouembranchement-Chioula(Arrapinhaires),1,95.5,ronde de l'isard,2017,3,2.2U,none
PlateaudeBeille/www.pirenaica.com,1,144,ronde de l'isard,2017,3,2.2U,none
Fougax-Montsegur,1,22.5,ronde de l'isard,2017,4,2.2U,none
Portdel'Hers(East),1,84.5,ronde de l'isard,2017,4,2.2U,none
Colde'AgnesdepuisEtangdel'Hers,1,93.5,ronde de l'isard,2017,4,2.2U,none
ColdeLatrapeNo21GreatestTDFClimbs,1,109,ronde de l'isard,2017,4,2.2U,none
Perloz,1,15,giro ciclistico della valle d'aosta mont blanc,2017,1,2.2U,none
finerivara-pratiglione,1,107,giro ciclistico della valle d'aosta mont blanc,2017,1,2.2U,none
courgnè-castelnuovonigra,1,130,giro ciclistico della valle d'aosta mont blanc,2017,1,2.2U,none
lugnaccopeccouphill,1,142,giro ciclistico della valle d'aosta mont blanc,2017,1,2.2U,none
QuincinettoScalaroBivioBorgata,1,173,giro ciclistico della valle d'aosta mont blanc,2017,1,2.2U,none
Cold'introddaVillesDessous,1,4,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
BréandaLaCrête||climb3rdstage#girovda2017,1,14,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
"RegionePléod,69Climb",1,21,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
PontSuaz-Charvensod||KOM3rdstage#girovda2017,1,44,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
CôtedePompiodauChâteau||KOM3rdstage#girovda2017,1,56,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
Cold'introddaVillesDessous,2,62.5,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
BréandaLaCrête||climb3rdstage#girovda2017,2,72,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
"RegionePléod,69Climb",2,79,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
LocRoncclimb,1,106,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
CôtedePompiodauChâteau||KOM3rdstage#girovda2017,2,113,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
villeneuve-iniziopianochevrere,1,121,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
Champlong-Chevrère||StradaBianca3rdstage#girovda2017-July14th,1,125,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
Introd-LesCombes||ArrivalKOM3rdstage#girovda2017,1,138.5,giro ciclistico della valle d'aosta mont blanc,2017,2,2.2U,none
LaPlantaz-Seranclimb,1,37.5,giro ciclistico della valle d'aosta mont blanc,2017,3,2.2U,none
Valpelline-Allein,1,63,giro ciclistico della valle d'aosta mont blanc,2017,3,2.2U,none
ChampremierEcopedalata,1,107.5,giro ciclistico della valle d'aosta mont blanc,2017,3,2.2U,none
ColleSaintPantoleonfromMessignè,1,142,giro ciclistico della valle d'aosta mont blanc,2017,3,2.2U,none
anteycervinia(biviocieloalto),1,170,giro ciclistico della valle d'aosta mont blanc,2017,3,2.2U,none
strappost-christophe,1,45,giro ciclistico della valle d'aosta mont blanc,2017,3,2.2U,none
Sr17Climb,1,51,giro ciclistico della valle d'aosta mont blanc,2017,3,2.2U,none
SS26-LASALLE(CIMITERO),1,24,giro ciclistico della valle d'aosta mont blanc,2017,4,2.2U,none
PrèSaintDidier-->Verrand.stradavecchia,1,40,giro ciclistico della valle d'aosta mont blanc,2017,4,2.2U,none
UscitaGalleriaAvise-Cerellaz,1,69,giro ciclistico della valle d'aosta mont blanc,2017,4,2.2U,none
ValgrisenchedaLeverogne,1,102,giro ciclistico della valle d'aosta mont blanc,2017,4,2.2U,none
SanBiagioSide,1,51,giro ciclistico d'italia,2017,5,2.2U,none
STAZIONEDIOSIMO-ABBADIA,1,61,giro ciclistico d'italia,2017,5,2.2U,none
RotBassaRotAlta3ArchideUosemo,1,66,giro ciclistico d'italia,2017,5,2.2U,none
SanBiagioSide,2,72,giro ciclistico d'italia,2017,5,2.2U,none
STAZIONEDIOSIMO-ABBADIA,2,82,giro ciclistico d'italia,2017,5,2.2U,none
RotBassaRotAlta3ArchideUosemo,2,88,giro ciclistico d'italia,2017,5,2.2U,none
PolverigiEsterna-bivioXSanVincenzo,1,37,giro ciclistico d'italia,2017,5,2.2U,none
"ViaRontano,15Climb",1,21,giro ciclistico d'italia,2017,2,2.2U,none
"ViaRontano,15Climb",2,53.5,giro ciclistico d'italia,2017,2,2.2U,none
"ViaRontano,15Climb",3,85.5,giro ciclistico d'italia,2017,2,2.2U,none
"ViaRontano,15Climb",4,118,giro ciclistico d'italia,2017,2,2.2U,none
"ViaRontano,15Climb",5,150,giro ciclistico d'italia,2017,2,2.2U,none
Masua,1,4,g.p. palio del recioto,2017,1,1.2U,none
"Jago,ViadeiCiliegi",1,7,g.p. palio del recioto,2017,1,1.2U,none
Masua,2,22,g.p. palio del recioto,2017,1,1.2U,none
"Jago,ViadeiCiliegi",2,25,g.p. palio del recioto,2017,1,1.2U,none
Masua,3,40,g.p. palio del recioto,2017,1,1.2U,none
"Jago,ViadeiCiliegi",3,43,g.p. palio del recioto,2017,1,1.2U,none
Masua,4,58,g.p. palio del recioto,2017,1,1.2U,none
"Jago,ViadeiCiliegi",4,61,g.p. palio del recioto,2017,1,1.2U,none
Masua,5,76,g.p. palio del recioto,2017,1,1.2U,none
"Jago,ViadeiCiliegi",5,79,g.p. palio del recioto,2017,1,1.2U,none
Masua,6,94,g.p. palio del recioto,2017,1,1.2U,none
"Jago,ViadeiCiliegi",6,97,g.p. palio del recioto,2017,1,1.2U,none
Salitafinalerecioto,1,118,g.p. palio del recioto,2017,1,1.2U,none
PontediVeja-Corrubbio,1,125,g.p. palio del recioto,2017,1,1.2U,none
ViaPalazzoBertoldiClimb,1,104,g.p. palio del recioto,2017,1,1.2U,none
1238-519Climb,1,13,tour of japan,2018,7,2.1,none
1238-519Climb,2,25.5,tour of japan,2018,7,2.1,none
1238-519Climb,3,38,tour of japan,2018,7,2.1,none
1238-519Climb,4,50.5,tour of japan,2018,7,2.1,none
1238-519Climb,5,63,tour of japan,2018,7,2.1,none
1238-519Climb,6,75.5,tour of japan,2018,7,2.1,none
1238-519Climb,7,88,tour of japan,2018,7,2.1,none
1238-519Climb,8,100.5,tour of japan,2018,7,2.1,none
1238-519Climb,9,113,tour of japan,2018,7,2.1,none
<U+4FEE><U+5584><U+5BFA>2<U+53F7><U+6A4B><U+304B><U+3089><U+306E><U+767B><U+308A>(<U+9006><U+5468><U+308A>),1,9,tour of japan,2018,7,2.1,none
<U+4FEE><U+5584><U+5BFA>2<U+53F7><U+6A4B><U+304B><U+3089><U+306E><U+767B><U+308A>(<U+9006><U+5468><U+308A>),2,21.5,tour of japan,2018,7,2.1,none
<U+4FEE><U+5584><U+5BFA>2<U+53F7><U+6A4B><U+304B><U+3089><U+306E><U+767B><U+308A>(<U+9006><U+5468><U+308A>),3,34,tour of japan,2018,7,2.1,none
<U+4FEE><U+5584><U+5BFA>2<U+53F7><U+6A4B><U+304B><U+3089><U+306E><U+767B><U+308A>(<U+9006><U+5468><U+308A>),4,46.5,tour of japan,2018,7,2.1,none
<U+4FEE><U+5584><U+5BFA>2<U+53F7><U+6A4B><U+304B><U+3089><U+306E><U+767B><U+308A>(<U+9006><U+5468><U+308A>),5,59,tour of japan,2018,7,2.1,none
<U+4FEE><U+5584><U+5BFA>2<U+53F7><U+6A4B><U+304B><U+3089><U+306E><U+767B><U+308A>(<U+9006><U+5468><U+308A>),6,71.5,tour of japan,2018,7,2.1,none
<U+4FEE><U+5584><U+5BFA>2<U+53F7><U+6A4B><U+304B><U+3089><U+306E><U+767B><U+308A>(<U+9006><U+5468><U+308A>),7,84,tour of japan,2018,7,2.1,none
<U+4FEE><U+5584><U+5BFA>2<U+53F7><U+6A4B><U+304B><U+3089><U+306E><U+767B><U+308A>(<U+9006><U+5468><U+308A>),8,96.5,tour of japan,2018,7,2.1,none
<U+4FEE><U+5584><U+5BFA>2<U+53F7><U+6A4B><U+304B><U+3089><U+306E><U+767B><U+308A>(<U+9006><U+5468><U+308A>),9,109,tour of japan,2018,7,2.1,none
<U+8499><U+9876><U+5C71>climb,1,104,tour of china ii,2019,3,2.1,none
colcapvern,1,66,tour de france,2017,12,2.UWT,none
ColdesAresdepuisFronsac,1,112,tour de france,2017,12,2.UWT,none
ColdeMenté-HennéMorte,1,140,tour de france,2017,12,2.UWT,none
PortdeBalèsNo13GreatestTDFClimbs,1,185,tour de france,2017,12,2.UWT,none
PeyresourdedepuisBalés,1,210,tour de france,2017,12,2.UWT,none
Peyragudes-Official2017TDFFinish-VeloTopo.com,1,215,tour de france,2017,12,2.UWT,none
SavinetoLaPalatriereClimb,1,59.5,tour de france,2017,18,2.UWT,none
ColdeVarsNo95GreatestTDFClimbs,1,128.5,tour de france,2017,18,2.UWT,none
Coldel'Izoard(GPMfromTDF2017),1,179,tour de france,2017,18,2.UWT,none
VC-HS02HtAlouette(Faucogney/D236d),1,107,tour de france,2017,5,2.UWT,none
PlanchedesBellesFillesNo53GreatestTDFClimbs,1,160,tour de france,2017,5,2.UWT,none
Fougerolles,1,90,tour de france,2017,5,2.UWT,none
Chevestraye(Ouest),1,145,tour de france,2017,5,2.UWT,none
Cold'Ornontothetstoplicht,1,30,tour de france,2017,17,2.UWT,none
ColdelaCroixdeFer(West),1,77.5,tour de france,2017,17,2.UWT,none
ColduTélégrapheNo86GreatestTDFClimbs,1,132,tour de france,2017,17,2.UWT,none
ColduGalibier(fromValloire),1,155,tour de france,2017,17,2.UWT,none
ColdeBérentin,1,13.5,tour de france,2017,9,2.UWT,none
Génissiat-ChezMazza,1,37.5,tour de france,2017,9,2.UWT,none
ColdelaBiche-Cykelnerven2017,1,67.5,tour de france,2017,9,2.UWT,none
GrandColombierparVirieu,1,90.5,tour de france,2017,9,2.UWT,none
GrimpéeJongieux-le-Haut(depuiscarrefourD921),1,134,tour de france,2017,9,2.UWT,none
ColduMontduChatdepuisSt-Paul,1,154.5,tour de france,2017,9,2.UWT,none
ColdeLatrape-versantOuest,1,31,tour de france,2017,13,2.UWT,none
Cold'AgnesNo22GreatestTDFClimbs,1,46,tour de france,2017,13,2.UWT,none
098ColdePéguère#100cols,1,74,tour de france,2017,13,2.UWT,none
ColdelaJouxdeSaint-Maurice,1,102,tour de france,2017,8,2.UWT,none
CotedeViryparMolinges,1,145,tour de france,2017,8,2.UWT,none
CôtedelaCombedeLaisiaLesMolunes,1,181,tour de france,2017,8,2.UWT,none
LouisPasteursClimb,1,36,tour de france,2017,8,2.UWT,none
RouteD'IlayClimb,1,80,tour de france,2017,8,2.UWT,none
Last10kmstageTDF817,1,193,tour de france,2017,8,2.UWT,none
CôtedeLarrivoire,1,157,tour de france,2017,8,2.UWT,none
ColdeSaisiestoTDFroundabout,1,30,criterium du dauphine,2017,8,2.UWT,none
ColdesAravis(South),1,56,criterium du dauphine,2017,8,2.UWT,none
ColdelaColombieredepuisLeGrand-Bornandcentre,1,80.5,criterium du dauphine,2017,8,2.UWT,none
