stage,race,race_standard,year,class,time_trial,one_day_race,grand_tour,type,sof,tt,classics,n
11,giro d'italia,Giro d'Italia,2015,2.UWT,0,0,1,15.38535082,25.50314501,6.74713316,5.552092112,9
11,giro d'italia,Giro d'Italia,2016,2.UWT,0,0,1,-68.96451599,115.3868791,58.77890522,20.63315438,9
11,giro d'italia,Giro d'Italia,2017,2.UWT,0,0,1,26.63017101,22.8988583,6.82684199,-1.212386888,7
11,giro d'italia,Giro d'Italia,2018,2.UWT,0,0,1,65.76890916,133.1224841,-40.41591649,-14.96815286,10
11,giro d'italia,Giro d'Italia,2019,2.UWT,0,0,1,-147.9973572,7.836924875,-5.017756399,-11.43777567,9
12,giro d'italia,Giro d'Italia,2014,2.UWT,1,0,1,55.00311334,117.3491777,-0.12417636,-20.39633693,9
12,giro d'italia,Giro d'Italia,2015,2.UWT,0,0,1,26.75588945,95.36819782,15.24350177,2.741609314,7
12,giro d'italia,Giro d'Italia,2016,2.UWT,0,0,1,-144.5976615,12.01442307,14.80636819,-2.761992693,10
12,giro d'italia,Giro d'Italia,2017,2.UWT,0,0,1,-136.8135917,2.178951192,6.084562798,-8.203059961,10
12,giro d'italia,Giro d'Italia,2018,2.UWT,0,0,1,-96.9308238,-6.378470601,3.233898666,-26.82501288,10
12,giro d'italia,Giro d'Italia,2019,2.UWT,0,0,1,10.82982561,3.697920447,17.44003515,3.223363214,5
13,giro d'italia,Giro d'Italia,2014,2.UWT,0,0,1,-129.7625668,11.26912704,3.547320752,-14.34508606,8
13,giro d'italia,Giro d'Italia,2015,2.UWT,0,0,1,-136.0064492,-2.014745604,12.69838602,-18.5368567,10
13,giro d'italia,Giro d'Italia,2016,2.UWT,0,0,1,66.48016872,170.8684732,4.862298862,-37.359344,8
13,giro d'italia,Giro d'Italia,2017,2.UWT,0,0,1,-138.4749668,6.901404371,-5.003531484,-0.62643892,10
13,giro d'italia,Giro d'Italia,2018,2.UWT,0,0,1,-181.2415388,8.197754257,-0.865509688,-37.58280286,10
13,giro d'italia,Giro d'Italia,2019,2.UWT,0,0,1,62.74171551,113.1827086,-18.45429254,-24.99218242,10
14,giro d'italia,Giro d'Italia,2014,2.UWT,0,0,1,16.54914334,3.092026693,4.502687116,7.76750315,7
14,giro d'italia,Giro d'Italia,2015,2.UWT,1,0,1,33.36668554,49.04168179,-14.65782471,-5.010116059,7
14,giro d'italia,Giro d'Italia,2016,2.UWT,0,0,1,60.03463299,120.4530185,-17.82254907,-36.39872593,8
14,giro d'italia,Giro d'Italia,2017,2.UWT,0,0,1,77.42830804,166.2629778,-31.68435043,-37.0576251,10
14,giro d'italia,Giro d'Italia,2018,2.UWT,0,0,1,75.87060085,156.7845828,-34.75044445,-32.71010867,10
14,giro d'italia,Giro d'Italia,2019,2.UWT,0,0,1,61.52364806,103.5373737,-22.63026173,-27.55211499,10
15,giro d'italia,Giro d'Italia,2014,2.UWT,0,0,1,62.40315095,102.2369389,-13.34293675,-34.83153349,10
15,giro d'italia,Giro d'Italia,2015,2.UWT,0,0,1,52.66546906,79.76130664,-15.76666509,-30.57368758,9
15,giro d'italia,Giro d'Italia,2016,2.UWT,1,0,1,55.01217444,110.7906548,-4.895498388,-21.0006507,9
15,giro d'italia,Giro d'Italia,2017,2.UWT,0,0,1,81.58266847,195.8906882,-30.87692923,-31.88723357,10
15,giro d'italia,Giro d'Italia,2018,2.UWT,0,0,1,66.52283495,119.2925654,-28.61247721,-27.29640493,10
15,giro d'italia,Giro d'Italia,2019,2.UWT,0,0,1,66.56200908,113.9018069,-19.15108291,-37.68895988,10
16,giro d'italia,Giro d'Italia,2014,2.UWT,0,0,1,70.55885675,143.9929334,-22.8396184,-43.45716358,9
16,giro d'italia,Giro d'Italia,2015,2.UWT,0,0,1,49.26296801,79.83110406,-16.82945907,-29.88831236,8
16,giro d'italia,Giro d'Italia,2016,2.UWT,0,0,1,62.99151371,159.270604,8.924346305,-26.28726348,9
16,giro d'italia,Giro d'Italia,2017,2.UWT,0,0,1,84.50171399,194.5832327,-19.8677159,-46.08177387,10
16,giro d'italia,Giro d'Italia,2018,2.UWT,1,0,1,45.77842109,79.60862032,-80.04475252,14.61595147,9
16,giro d'italia,Giro d'Italia,2019,2.UWT,0,0,1,43.41103893,36.84554381,-11.70210669,-15.25927152,10
17,giro d'italia,Giro d'Italia,2014,2.UWT,0,0,1,11.05177751,1.25495756,10.78956751,13.63519237,7
17,giro d'italia,Giro d'Italia,2015,2.UWT,0,0,1,-76.0625703,-6.272346476,7.514129977,-7.637947934,9
17,giro d'italia,Giro d'Italia,2016,2.UWT,0,0,1,-86.63704707,-1.262774756,18.59441446,0.184689969,10
17,giro d'italia,Giro d'Italia,2017,2.UWT,0,0,1,29.11708934,25.03388773,2.864822311,2.136056294,8
17,giro d'italia,Giro d'Italia,2018,2.UWT,0,0,1,-166.0137521,12.09410355,-8.981335529,-9.664401343,10
17,giro d'italia,Giro d'Italia,2019,2.UWT,0,0,1,23.68402616,6.225018666,-0.465421483,-4.450391462,7
18,giro d'italia,Giro d'Italia,2014,2.UWT,0,0,1,35.4554045,51.35011781,-6.887991573,-19.94875993,6
18,giro d'italia,Giro d'Italia,2015,2.UWT,0,0,1,9.42511595,3.27849609,11.05934259,20.40152926,7
18,giro d'italia,Giro d'Italia,2016,2.UWT,0,0,1,-42.06229188,8.018763703,10.32406411,6.13237341,5
18,giro d'italia,Giro d'Italia,2017,2.UWT,0,0,1,82.97101063,186.9755634,-36.70741892,-39.90243226,10
18,giro d'italia,Giro d'Italia,2018,2.UWT,0,0,1,10.12388025,-7.265368001,-6.274502002,7.554154109,7
18,giro d'italia,Giro d'Italia,2019,2.UWT,0,0,1,-66.52930963,-5.002693196,2.535759494,-10.9640267,7
19,giro d'italia,Giro d'Italia,2014,2.UWT,1,0,1,64.9230948,134.3218662,-11.54473445,-34.55894423,9
19,giro d'italia,Giro d'Italia,2015,2.UWT,0,0,1,62.27556868,98.60109201,-19.30456174,-37.51757929,10
19,giro d'italia,Giro d'Italia,2016,2.UWT,0,0,1,56.56952833,153.0254495,16.94396126,-24.82950249,8
19,giro d'italia,Giro d'Italia,2017,2.UWT,0,0,1,31.93975631,52.68759452,3.4187579,-6.699661991,6
19,giro d'italia,Giro d'Italia,2018,2.UWT,0,0,1,63.6317731,113.0466345,-31.3078641,-22.86403957,10
19,giro d'italia,Giro d'Italia,2019,2.UWT,0,0,1,11.60129887,-1.452814024,4.973156549,4.313708981,5
20,giro d'italia,Giro d'Italia,2014,2.UWT,0,0,1,17.38385186,-3.969056768,0.239365767,3.054369996,6
20,giro d'italia,Giro d'Italia,2015,2.UWT,0,0,1,61.99722052,97.57766243,-17.1572925,-36.92365097,10
20,giro d'italia,Giro d'Italia,2016,2.UWT,0,0,1,56.64822228,125.4921176,9.214361206,-24.02528777,9
20,giro d'italia,Giro d'Italia,2017,2.UWT,0,0,1,80.50855364,188.8885335,-32.38832789,-32.86023849,10
20,giro d'italia,Giro d'Italia,2018,2.UWT,0,0,1,53.92142849,73.83462167,-17.72396341,-23.27002618,10
20,giro d'italia,Giro d'Italia,2019,2.UWT,0,0,1,58.07859221,96.7111614,-15.72424644,-32.09611978,9
21,giro d'italia,Giro d'Italia,2014,2.UWT,0,0,1,-87.14960075,0.940033151,7.853935749,-16.69420656,8
21,giro d'italia,Giro d'Italia,2015,2.UWT,0,0,1,-90.33251153,-0.978984874,-10.16534024,-3.067854531,8
21,giro d'italia,Giro d'Italia,2016,2.UWT,0,0,1,-51.8666759,-9.570821157,20.98328556,0.872367247,10
21,giro d'italia,Giro d'Italia,2017,2.UWT,1,0,1,23.86535103,14.77841036,-41.14285474,15.13019838,7
21,giro d'italia,Giro d'Italia,2019,2.UWT,1,0,1,33.61711169,46.35467864,-11.51767383,-5.410921071,7
1,gp ouest france - plouay,Bretagne Classic,2014,1.UWT,0,1,0,-76.76288667,47.33738569,16.42716436,33.20784757,10
1,gp ouest france - plouay,Bretagne Classic,2015,1.UWT,0,1,0,-65.44628985,14.75142686,6.712179656,20.74893075,10
1,grand prix cycliste de montreal,GP Montreal,2014,1.UWT,0,1,0,18.31333616,128.4063343,25.29222573,42.02857322,10
1,grand prix cycliste de montreal,GP Montreal,2015,1.UWT,0,1,0,34.13841868,116.6371021,22.52418491,20.91464545,10
1,grand prix cycliste de montreal,GP Montreal,2016,1.UWT,0,1,0,-58.62122768,127.7236758,39.8474909,91.23853394,10
1,grand prix cycliste de montreal,GP Montreal,2017,1.UWT,0,1,0,-64.56846356,127.1504919,51.27761483,100.4790076,10
1,grand prix cycliste de montreal,GP Montreal,2018,1.UWT,0,1,0,-55.01381348,99.5798153,54.08484686,78.32127753,10
1,grand prix cycliste de montreal,GP Montreal,2019,1.UWT,0,1,0,-3.039180441,98.60270134,37.94084747,45.36302319,9
1,grand prix cycliste de quebec,GP Quebec,2014,1.UWT,0,1,0,-9.938891008,80.17821989,15.00633921,60.62929613,10
1,grand prix cycliste de quebec,GP Quebec,2015,1.UWT,0,1,0,-70.22799471,145.4767198,45.93325823,81.01439874,10
1,grand prix cycliste de quebec,GP Quebec,2016,1.UWT,0,1,0,-53.93936655,126.0946352,37.94510902,81.20408016,10
1,grand prix cycliste de quebec,GP Quebec,2017,1.UWT,0,1,0,-89.72606054,104.2904719,56.82204936,108.7039309,10
1,grand prix cycliste de quebec,GP Quebec,2018,1.UWT,0,1,0,-37.32902237,50.81966367,37.86140524,72.33996559,10
1,grand prix cycliste de quebec,GP Quebec,2019,1.UWT,0,1,0,-76.42948919,118.0802367,42.66609133,106.2406605,10
1,gree - tour of guangxi,Tour of Guangxi,2017,2.UWT,0,0,0,-110.2756143,-8.910939307,-14.5841003,-28.40641999,10
2,gree - tour of guangxi,Tour of Guangxi,2017,2.UWT,0,0,0,-81.99287931,4.929504992,18.13486467,4.724064096,8
3,gree - tour of guangxi,Tour of Guangxi,2017,2.UWT,0,0,0,-71.05183892,-13.33675576,1.728142233,-17.10047973,9
4,gree - tour of guangxi,Tour of Guangxi,2017,2.UWT,0,0,0,29.28138557,58.29226259,10.97036791,12.28927487,8
5,gree - tour of guangxi,Tour of Guangxi,2017,2.UWT,0,0,0,-84.09443839,4.82270261,8.109549774,3.101919743,9
6,gree - tour of guangxi,Tour of Guangxi,2017,2.UWT,0,0,0,-96.58861535,-9.645969362,-0.987244103,-21.55445588,10
1,gree-tour of guangxi,Tour of Guangxi,2018,2.UWT,0,0,0,-127.9906491,12.32762758,-13.76572203,-4.043736784,10
1,gree-tour of guangxi,Tour of Guangxi,2019,2.UWT,0,0,0,-53.07131931,-4.530640918,6.670603731,3.376123297,8
2,gree-tour of guangxi,Tour of Guangxi,2018,2.UWT,0,0,0,-82.76717915,2.248696415,-9.63931775,-12.97587261,8
2,gree-tour of guangxi,Tour of Guangxi,2019,2.UWT,0,0,0,-103.2767321,2.044774369,0.719619463,-15.29883933,10
3,gree-tour of guangxi,Tour of Guangxi,2018,2.UWT,0,0,0,-105.5735816,-5.617402819,-16.65669345,-28.86041325,10
3,gree-tour of guangxi,Tour of Guangxi,2019,2.UWT,0,0,0,-27.2543059,4.54024344,9.88320021,18.72587589,8
4,gree-tour of guangxi,Tour of Guangxi,2018,2.UWT,0,0,0,30.41182312,21.13769662,1.991850246,-1.926793104,8
4,gree-tour of guangxi,Tour of Guangxi,2019,2.UWT,0,0,0,21.45771061,-5.639691393,-2.609159097,-2.202400899,7
5,gree-tour of guangxi,Tour of Guangxi,2018,2.UWT,0,0,0,-48.03429346,5.76106665,8.198964837,15.37811372,7
5,gree-tour of guangxi,Tour of Guangxi,2019,2.UWT,0,0,0,-101.4925389,14.68074771,-11.74919037,-3.908855019,8
6,gree-tour of guangxi,Tour of Guangxi,2018,2.UWT,0,0,0,-45.96811566,-5.418388377,0.902123794,3.888543328,9
6,gree-tour of guangxi,Tour of Guangxi,2019,2.UWT,0,0,0,-36.18387841,-7.591158456,3.416967603,2.987689415,8
1,il lombardia,Il Lombardia,2014,1.UWT,0,1,0,46.9459769,151.2994574,22.31444018,6.52904549,10
1,il lombardia,Il Lombardia,2015,1.UWT,0,1,0,60.22626661,150.0570645,15.75189513,-20.01138292,10
1,il lombardia,Il Lombardia,2016,1.UWT,0,1,0,59.5724692,125.8216779,13.27237857,-24.39923888,10
1,il lombardia,Il Lombardia,2017,1.UWT,0,1,0,70.14205022,156.7058788,-2.892812459,-36.59953483,10
1,il lombardia,Il Lombardia,2018,1.UWT,0,1,0,76.57990307,186.8074381,-11.10646826,-33.01342577,10
1,il lombardia,Il Lombardia,2019,1.UWT,0,1,0,60.84888362,134.8026974,8.047038689,-11.84202088,10
1,itzulia basque country,Tour of the Basque Country,2018,2.UWT,0,0,0,58.42804819,124.9085891,0.865007008,-12.91802192,10
1,itzulia basque country,Tour of the Basque Country,2019,2.UWT,1,0,0,42.13776004,96.73434538,-10.03640647,15.27186084,10
2,itzulia basque country,Tour of the Basque Country,2018,2.UWT,0,0,0,46.90540392,90.87375358,1.778417049,0.440060295,10
2,itzulia basque country,Tour of the Basque Country,2019,2.UWT,0,0,0,30.09214711,61.95970911,0.434003884,17.5922298,9
3,itzulia basque country,Tour of the Basque Country,2018,2.UWT,0,0,0,-3.29913686,52.95713305,14.28927985,31.46317867,8
3,itzulia basque country,Tour of the Basque Country,2019,2.UWT,0,0,0,26.72601724,75.29515868,25.31581275,2.434531048,8
4,itzulia basque country,Tour of the Basque Country,2018,2.UWT,1,0,0,20.81924343,91.06032871,-18.47456359,38.3341599,10
4,itzulia basque country,Tour of the Basque Country,2019,2.UWT,0,0,0,41.0398089,72.34041803,-2.069449147,-2.472336057,8
5,itzulia basque country,Tour of the Basque Country,2018,2.UWT,0,0,0,39.16257566,81.09346927,-8.254178434,-8.815349899,6
5,itzulia basque country,Tour of the Basque Country,2019,2.UWT,0,0,0,54.89338438,112.2094427,-5.853051304,-12.07298021,9
6,itzulia basque country,Tour of the Basque Country,2018,2.UWT,0,0,0,56.98871578,110.2338617,-16.38468676,-19.62459352,9
6,itzulia basque country,Tour of the Basque Country,2019,2.UWT,0,0,0,55.77929071,115.0057331,-2.600699864,-13.64346414,9
1,la fleche wallonne,Fleche Wallonne,2014,1.UWT,0,1,0,36.33717521,131.175882,21.91864732,18.57000032,10
1,la fleche wallonne,Fleche Wallonne,2015,1.UWT,0,1,0,51.17280245,141.5720519,20.48064908,-3.253112536,10
1,la fleche wallonne,Fleche Wallonne,2016,1.UWT,0,1,0,47.13630212,156.0847363,34.07714787,1.353643278,10
1,la fleche wallonne,Fleche Wallonne,2017,1.UWT,0,1,0,44.33783662,134.4840565,26.98866469,4.756140693,10
1,la fleche wallonne,Fleche Wallonne,2018,1.UWT,0,1,0,37.09208833,163.6870755,33.30436357,16.58947071,10
1,la fleche wallonne,Fleche Wallonne,2019,1.UWT,0,1,0,18.8656403,95.05399911,29.99939199,27.47141879,10
1,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,1,0,1,36.09746987,54.74156317,-40.70441092,24.79968726,10
2,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,68.22581355,203.39983,0.758270476,-22.2418093,9
2,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,66.96853018,154.7491781,-6.461421491,-31.70509618,9
3,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,-227.746104,55.4820675,-8.411349041,21.10987219,10
3,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,-73.50388733,-11.50807745,-3.551874796,-23.73981234,9
4,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,25.40011663,29.33761769,-7.011782738,-10.43847624,5
4,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,-95.95456762,-4.542079552,-2.591894282,-19.30119454,10
5,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,25.49655123,8.898182007,6.424075082,2.277320955,8
5,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,51.41890144,133.3412249,-2.181960304,-24.35799557,6
6,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,-166.7719611,61.43377628,-7.545005746,23.28503539,10
6,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,18.97670792,13.37777942,0.300971966,2.583710546,6
7,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,-2.096519251,161.5263175,10.88543098,24.47203318,9
7,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,77.71437566,192.7229464,-10.70917837,-37.85448157,9
8,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,-57.25316508,143.7394633,-1.097398724,18.00454231,10
8,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,6.872312288,8.231920413,0.291554653,1.161359791,6
9,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,67.60415148,153.4464651,-17.30316074,-29.32620863,9
9,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,62.95206699,141.3385542,-7.967246901,-23.41165039,9
10,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,-177.9699427,45.06695043,-5.47319178,28.19182713,9
10,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,1,0,1,31.39276173,22.12105308,-13.76270877,5.016321412,9
11,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,37.58600782,77.34852974,1.754223092,-7.075668761,8
11,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,8.314375548,-0.357574505,0.278854505,3.652720059,3
12,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,24.65720767,9.586575416,-4.007936589,3.715844288,8
12,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,-18.61798847,9.737826102,11.78107731,15.06587644,4
13,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,26.67495917,34.78971691,-4.358621841,-7.581150562,6
13,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,73.6918398,170.5860576,-8.760547328,-30.57952552,10
14,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,92.33619491,232.5136497,-10.78726094,-54.56670947,10
14,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,-79.53155473,-2.64411745,1.212032498,-20.86052738,10
15,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,87.87991324,218.2754181,-9.051589035,-48.57235851,10
15,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,27.11974198,72.43948667,3.614997192,-5.216570691,4
16,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,1,0,1,29.43161424,27.21735654,-35.50691678,18.45095012,9
16,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,14.09581026,35.24544223,11.87342909,15.43334518,6
17,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,41.60770117,70.34489578,-4.243896393,-14.67416967,8
17,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,-14.04894469,28.99903014,-0.131875249,11.22663117,7
18,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,-165.4285904,37.2505967,-13.90025867,24.13520678,8
18,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,62.00522889,146.4878042,-5.738690279,-28.72863759,8
19,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,82.16152899,218.532027,-2.210099604,-41.82608055,10
19,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,-2.213263363,112.7513371,12.39077366,11.1890973,9
20,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,85.27840109,207.3040472,-11.65811717,-48.21596308,10
20,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,65.20170677,158.2184948,-7.007097622,-25.1841718,9
21,la vuelta ciclista a espana,Vuelta a Espana,2018,2.UWT,0,0,1,-202.4474941,46.71298895,-10.3752819,22.36316118,10
21,la vuelta ciclista a espana,Vuelta a Espana,2019,2.UWT,0,0,1,-79.21985049,-6.55984748,-6.142830065,-20.73432897,10
1,liege - bastogne - liege,Liege Bastogne Liege,2014,1.UWT,0,1,0,46.09286732,148.2217356,21.21874561,3.779956554,10
1,liege - bastogne - liege,Liege Bastogne Liege,2015,1.UWT,0,1,0,70.98675589,201.0549063,20.54446774,-21.7627409,10
1,liege - bastogne - liege,Liege Bastogne Liege,2016,1.UWT,0,1,0,45.90665326,79.12281698,1.229956434,-6.322964251,10
1,liege - bastogne - liege,Liege Bastogne Liege,2017,1.UWT,0,1,0,53.21142624,212.0826281,14.14628859,-2.564297596,10
1,liege - bastogne - liege,Liege Bastogne Liege,2018,1.UWT,0,1,0,53.51460115,120.9488387,1.557215104,-11.85516052,10
1,liege-bastogne-liege,Liege Bastogne Liege,2019,1.UWT,0,1,0,57.21939259,108.0231102,-6.033299917,-16.11395647,10
1,milano - sanremo,Milan Sanremo,2016,1.UWT,0,1,0,-204.3779994,73.05848459,28.21627122,51.06476002,9
1,milano-sanremo,Milan Sanremo,2014,1.UWT,0,1,0,-190.0699233,61.65740591,12.12783406,67.11386796,10
1,milano-sanremo,Milan Sanremo,2015,1.UWT,0,1,0,-218.1367973,93.44382528,0.52359439,70.46824105,10
1,milano-sanremo,Milan Sanremo,2017,1.UWT,0,1,0,-280.8211727,111.8860669,-14.47397318,48.95992939,10
1,milano-sanremo,Milan Sanremo,2018,1.UWT,0,1,0,-214.8251481,106.2565162,3.958456107,74.19496939,10
1,milano-sanremo,Milan Sanremo,2019,1.UWT,0,1,0,-42.02182398,157.091007,15.71172076,60.56105924,10
1,omloop het nieuwsblad,Omloop Het Nieuwsblad,2017,1.UWT,0,1,0,-106.1531135,68.62991918,18.48300805,102.65173,10
1,omloop het nieuwsblad elite,Omloop Het Nieuwsblad,2018,1.UWT,0,1,0,-93.73721311,27.58655167,17.25713906,27.02115713,8
1,omloop het nieuwsblad elite,Omloop Het Nieuwsblad,2019,1.UWT,0,1,0,-68.48933427,71.93102008,29.3526035,90.42399982,10
1,omloop het nieuwsblad elite,Omloop Het Nieuwsblad,2020,1.UWT,0,1,0,-54.62173747,22.89400751,0.1508612,57.52369785,9
0,paris - nice,Paris Nice,2013,2.UWT,1,0,0,9.403481353,27.05117447,4.267430884,6.697127285,4
0,paris - nice,Paris Nice,2015,2.UWT,1,0,0,-14.26027884,90.07012488,-47.55195571,57.5088183,10
0,paris - nice,Paris Nice,2016,2.UWT,1,0,0,17.38164122,69.60860607,-18.65842563,29.83766751,9
1,paris - nice,Paris Nice,2013,2.UWT,0,0,0,-107.8885222,2.164360614,-3.010210877,-22.10565667,10
1,paris - nice,Paris Nice,2014,2.UWT,0,0,0,-115.3932903,19.25660794,35.57685055,-34.94691303,8
1,paris - nice,Paris Nice,2015,2.UWT,0,0,0,-206.5185694,43.59430239,11.32117071,-14.37824883,10
1,paris - nice,Paris Nice,2016,2.UWT,0,0,0,-111.2213851,39.22572562,-6.455535291,-0.181141091,10
1,paris - nice,Paris Nice,2017,2.UWT,0,0,0,-83.19457687,91.32423329,10.80049406,33.51323603,9
1,paris - nice,Paris Nice,2018,2.UWT,0,0,0,-44.38829662,85.86532372,5.737903742,18.20260339,10
1,paris - nice,Paris Nice,2019,2.UWT,0,0,0,-212.4900461,38.83391178,10.9855248,-21.99202771,10
1,paris - nice,Paris Nice,2020,2.UWT,0,0,0,-16.76870641,35.45173659,3.541826731,23.24975227,10
2,paris - nice,Paris Nice,2013,2.UWT,0,0,0,-96.63704943,15.78551796,15.26471215,-16.52350288,10
2,paris - nice,Paris Nice,2014,2.UWT,0,0,0,-175.55082,39.30833959,17.2358109,-22.23258343,10
2,paris - nice,Paris Nice,2015,2.UWT,0,0,0,-251.5295286,57.84708329,-10.34716659,4.619458914,10
2,paris - nice,Paris Nice,2017,2.UWT,0,0,0,-226.7832779,46.65066904,-7.844270878,18.22216036,10
2,paris - nice,Paris Nice,2018,2.UWT,0,0,0,-262.6319305,43.07967698,-39.89906189,6.650363393,10
2,paris - nice,Paris Nice,2019,2.UWT,0,0,0,-125.9359386,63.73849766,-13.4120014,19.9898354,10
2,paris - nice,Paris Nice,2020,2.UWT,0,0,0,-27.17415049,20.09715799,-5.381710716,6.58247379,10
3,paris - nice,Paris Nice,2013,2.UWT,0,0,0,27.35117286,55.86085162,10.49888137,-7.468413313,6
3,paris - nice,Paris Nice,2014,2.UWT,0,0,0,-146.1134571,23.17693262,-5.000156791,7.76712894,9
3,paris - nice,Paris Nice,2015,2.UWT,0,0,0,-225.3293426,47.41184374,5.831531219,-18.29259681,10
3,paris - nice,Paris Nice,2017,2.UWT,0,0,0,-241.8191827,54.84971073,-18.98294821,20.85912409,10
3,paris - nice,Paris Nice,2018,2.UWT,0,0,0,-95.55937788,50.86872191,3.0090003,15.86164359,9
3,paris - nice,Paris Nice,2019,2.UWT,0,0,0,-238.2998645,29.21956325,-28.01336308,-38.89689274,10
3,paris - nice,Paris Nice,2020,2.UWT,0,0,0,-136.3543736,31.63119764,13.03972818,11.77032691,10
4,paris - nice,Paris Nice,2013,2.UWT,0,0,0,16.70148538,50.77758864,20.3612422,-0.476250896,6
4,paris - nice,Paris Nice,2014,2.UWT,0,0,0,-16.17257772,52.57581497,31.29389157,13.65030987,9
4,paris - nice,Paris Nice,2015,2.UWT,0,0,0,52.46456619,132.8772351,-9.218610541,1.174953434,10
4,paris - nice,Paris Nice,2016,2.UWT,0,0,0,-166.0542805,50.50641916,0.171289375,12.76481991,9
4,paris - nice,Paris Nice,2017,2.UWT,1,0,0,35.98492865,141.4219706,9.053456839,8.433091756,10
4,paris - nice,Paris Nice,2018,2.UWT,1,0,0,42.80687995,92.9194952,9.402310548,11.48149123,10
4,paris - nice,Paris Nice,2019,2.UWT,0,0,0,-41.82921954,41.53060103,37.25239372,42.91186266,9
4,paris - nice,Paris Nice,2020,2.UWT,1,0,0,9.018587243,16.40730349,-8.577954705,24.64907778,9
5,paris - nice,Paris Nice,2013,2.UWT,0,0,0,47.02382004,92.32417581,-3.025554237,-18.71757692,8
5,paris - nice,Paris Nice,2014,2.UWT,0,0,0,-45.71479909,54.72110581,21.90435258,16.27454396,9
5,paris - nice,Paris Nice,2015,2.UWT,0,0,0,-169.5943591,38.60217339,27.30021936,-27.20778477,10
5,paris - nice,Paris Nice,2016,2.UWT,0,0,0,-82.216474,30.28159322,3.637714234,49.29172174,8
5,paris - nice,Paris Nice,2017,2.UWT,0,0,0,-246.0445482,52.8443596,5.419294925,-21.99211062,10
5,paris - nice,Paris Nice,2018,2.UWT,0,0,0,-137.8370257,27.89159804,-15.16814408,28.02119923,8
5,paris - nice,Paris Nice,2019,2.UWT,1,0,0,35.99885434,53.89923047,-10.88040539,4.000473476,9
5,paris - nice,Paris Nice,2020,2.UWT,0,0,0,-218.4348773,46.96360125,12.78866127,-23.63515206,10
6,paris - nice,Paris Nice,2013,2.UWT,0,0,0,-23.91033944,25.00648529,59.49188821,4.772312672,9
6,paris - nice,Paris Nice,2014,2.UWT,0,0,0,21.67989594,71.95980698,22.38004316,20.63380708,8
6,paris - nice,Paris Nice,2015,2.UWT,0,0,0,28.65359422,62.49232777,28.4259719,15.76622812,10
6,paris - nice,Paris Nice,2016,2.UWT,0,0,0,69.18902916,180.3642932,-4.466540927,-20.44072598,10
6,paris - nice,Paris Nice,2017,2.UWT,0,0,0,63.0185439,171.1565809,0.636928338,-13.59577657,10
