stage,race,race_standard,year,class,time_trial,one_day_race,grand_tour,type,sof,tt,classics,n
6,paris - nice,Paris Nice,2018,2.UWT,0,0,0,36.34661682,73.26126621,14.83013344,13.55576748,10
6,paris - nice,Paris Nice,2019,2.UWT,0,0,0,-200.0592653,49.21868312,-5.990433027,4.382039333,10
6,paris - nice,Paris Nice,2020,2.UWT,0,0,0,35.91626046,136.4641618,9.810884451,2.263433363,10
7,paris - nice,Paris Nice,2013,2.UWT,1,0,0,56.1537343,115.7504316,-4.124641467,-17.59017865,10
7,paris - nice,Paris Nice,2014,2.UWT,0,0,0,7.213193098,59.10822458,31.38861239,17.25147884,7
7,paris - nice,Paris Nice,2015,2.UWT,1,0,0,47.04174764,116.8883127,-27.05758304,21.12257005,10
7,paris - nice,Paris Nice,2016,2.UWT,0,0,0,57.0885692,158.2131025,14.35415311,-11.23133103,9
7,paris - nice,Paris Nice,2017,2.UWT,0,0,0,64.0096799,135.6753919,-9.584133523,-19.92035213,10
7,paris - nice,Paris Nice,2018,2.UWT,0,0,0,46.86301886,92.41343798,1.702628699,3.385147725,10
7,paris - nice,Paris Nice,2019,2.UWT,0,0,0,37.03941961,25.68042298,3.134119013,-10.40854381,10
7,paris - nice,Paris Nice,2020,2.UWT,0,0,0,59.08333418,130.8064211,8.157295525,-23.54464143,10
8,paris - nice,Paris Nice,2014,2.UWT,0,0,0,16.83568797,24.33227459,12.39490376,0.49261076,8
8,paris - nice,Paris Nice,2017,2.UWT,0,0,0,-2.024292715,100.5531506,52.43785153,20.51683511,9
8,paris - nice,Paris Nice,2018,2.UWT,0,0,0,42.38539174,67.22661001,-2.117236866,2.912384101,10
8,paris - nice,Paris Nice,2019,2.UWT,0,0,0,59.56865865,138.4958274,-16.45580908,-19.33399021,10
1,paris - roubaix,Paris Roubaix,2014,1.UWT,0,1,0,-85.09821972,56.55387727,-19.468046,71.79087793,9
1,paris - roubaix,Paris Roubaix,2015,1.UWT,0,1,0,-127.9529057,46.80392575,-5.986770357,69.90527159,10
1,paris - roubaix,Paris Roubaix,2016,1.UWT,0,1,0,-32.69144911,0.860352306,-8.063104577,15.76838503,6
1,paris-roubaix,Paris Roubaix,2017,1.UWT,0,1,0,-148.856832,47.82079475,-2.069749929,38.67997271,9
1,paris-roubaix,Paris Roubaix,2018,1.UWT,0,1,0,-101.9211156,60.95529242,1.423430561,100.027637,10
1,paris-roubaix,Paris Roubaix,2019,1.UWT,0,1,0,-71.90548138,39.70926361,-1.210115196,72.27380893,9
1,presidential cycling tour of turkey,Tour of Turkey,2017,2.UWT,0,0,0,-63.86946546,-16.02634422,13.83150224,-21.909678,9
1,presidential cycling tour of turkey,Tour of Turkey,2018,2.UWT,0,0,0,-72.5632861,-15.81490481,3.375150244,-20.28187684,10
1,presidential cycling tour of turkey,Tour of Turkey,2019,2.UWT,0,0,0,-59.25900335,-17.14085615,11.68883352,-18.31233582,9
2,presidential cycling tour of turkey,Tour of Turkey,2017,2.UWT,0,0,0,-55.60987951,-19.21335234,15.19148995,-22.74103212,9
2,presidential cycling tour of turkey,Tour of Turkey,2018,2.UWT,0,0,0,-97.08520452,-4.913171592,-3.522910861,-11.27717063,10
2,presidential cycling tour of turkey,Tour of Turkey,2019,2.UWT,0,0,0,-12.4584908,-5.756319173,6.818895552,7.322262167,5
3,presidential cycling tour of turkey,Tour of Turkey,2017,2.UWT,0,0,0,-49.40764506,-10.43902148,32.49189671,-11.75794921,9
3,presidential cycling tour of turkey,Tour of Turkey,2018,2.UWT,0,0,0,-54.52248037,2.641396376,6.707868541,5.922024179,8
3,presidential cycling tour of turkey,Tour of Turkey,2019,2.UWT,0,0,0,-65.72587084,-10.480922,-1.679006447,-13.04936846,8
4,presidential cycling tour of turkey,Tour of Turkey,2017,2.UWT,0,0,0,7.296965886,16.50066664,33.09631248,6.151351888,4
4,presidential cycling tour of turkey,Tour of Turkey,2018,2.UWT,0,0,0,13.72253206,13.22828825,31.67416314,12.16842946,6
4,presidential cycling tour of turkey,Tour of Turkey,2019,2.UWT,0,0,0,-61.42226195,-8.598317804,2.827777335,-7.512847507,8
5,presidential cycling tour of turkey,Tour of Turkey,2017,2.UWT,0,0,0,-45.2229396,-9.787214193,17.0088024,-9.975172789,8
5,presidential cycling tour of turkey,Tour of Turkey,2018,2.UWT,0,0,0,-84.24237146,-4.310676292,-2.017713356,-10.74179212,10
5,presidential cycling tour of turkey,Tour of Turkey,2019,2.UWT,0,0,0,20.68674178,-15.33311867,5.711300048,11.44894001,7
6,presidential cycling tour of turkey,Tour of Turkey,2017,2.UWT,0,0,0,-35.62281683,5.771180776,40.3308388,-9.963250567,9
6,presidential cycling tour of turkey,Tour of Turkey,2018,2.UWT,0,0,0,-44.87708857,19.41419522,13.976318,12.49289435,7
6,presidential cycling tour of turkey,Tour of Turkey,2019,2.UWT,0,0,0,-57.98659301,-17.33751578,13.58868341,-17.583152,10
1,prudential ridelondon-surrey classic,RideLondon Classic,2017,1.UWT,0,1,0,-148.577209,36.01662525,-6.28685101,28.87818136,9
1,prudential ridelondon-surrey classic,RideLondon Classic,2018,1.UWT,0,1,0,-152.8200328,6.198577961,-16.8388219,-21.6684696,10
1,prudential ridelondon-surrey classic,RideLondon Classic,2019,1.UWT,0,1,0,-171.3424812,28.60818975,-14.59277004,32.79812847,9
1,record bank e3 harelbeke,Harelbeke Classic,2017,1.UWT,0,1,0,-48.24985005,40.09923166,39.35952896,72.51936014,9
1,record bank e3 harelbeke,Harelbeke Classic,2018,1.UWT,0,1,0,-50.22449458,54.75799988,21.61520891,101.0918896,10
1,ronde van vlaanderen - tour des flandres,Tour of Flanders,2018,1.UWT,0,1,0,-89.50560258,78.15218352,22.18903955,120.7204429,10
1,ronde van vlaanderen - tour des flandres,Tour of Flanders,2019,1.UWT,0,1,0,-77.1151652,120.3231293,25.83668205,78.36995545,10
1,ronde van vlaanderen / tour des flandres,Tour of Flanders,2014,1.UWT,0,1,0,-80.00723721,54.54767807,-11.31548567,75.30049491,9
1,ronde van vlaanderen / tour des flandres,Tour of Flanders,2015,1.UWT,0,1,0,-163.5967366,88.69993985,3.086589384,115.2382458,10
1,ronde van vlaanderen / tour des flandres,Tour of Flanders,2016,1.UWT,0,1,0,-114.5578005,50.82145172,-17.88135009,81.12653245,8
1,ronde van vlaanderen / tour des flandres,Tour of Flanders,2017,1.UWT,0,1,0,-156.100775,70.24164711,40.61428462,80.31079337,9
1,santos tour down under,Tour Down Under,2015,2.UWT,0,0,0,-23.51890106,-5.073456734,3.555884459,4.887479919,7
1,santos tour down under,Tour Down Under,2016,2.UWT,0,0,0,-61.99938878,-8.379321917,5.101323189,-0.846271504,10
1,santos tour down under,Tour Down Under,2017,2.UWT,0,0,0,-106.2394944,-3.33775347,-8.498286716,-27.99278693,9
1,santos tour down under,Tour Down Under,2018,2.UWT,0,0,0,-160.9185014,41.35182268,-13.48262135,32.97816004,9
1,santos tour down under,Tour Down Under,2019,2.UWT,0,0,0,-133.0418624,23.02104886,-12.15279579,24.54145566,10
1,santos tour down under,Tour Down Under,2020,2.UWT,0,0,0,-135.188323,8.489081068,-22.17752835,-16.18713585,8
2,santos tour down under,Tour Down Under,2015,2.UWT,0,0,0,-3.913259923,56.3018999,12.95526592,-2.606409736,10
2,santos tour down under,Tour Down Under,2016,2.UWT,0,0,0,10.33431918,26.78198673,7.804638335,18.41054917,9
2,santos tour down under,Tour Down Under,2017,2.UWT,0,0,0,32.45484887,72.08165146,5.833477487,10.66731141,8
2,santos tour down under,Tour Down Under,2018,2.UWT,0,0,0,-90.6320872,83.66389776,6.113847674,38.16954025,10
2,santos tour down under,Tour Down Under,2019,2.UWT,0,0,0,-135.8204991,43.90785252,-22.54628779,39.732138,10
2,santos tour down under,Tour Down Under,2020,2.UWT,0,0,0,-6.140168239,31.06494665,23.64179037,12.25535178,10
3,santos tour down under,Tour Down Under,2015,2.UWT,0,0,0,41.08899146,68.98530768,-35.75805728,2.993978963,8
3,santos tour down under,Tour Down Under,2016,2.UWT,0,0,0,41.353732,62.10526773,-18.37217514,-1.61223589,9
3,santos tour down under,Tour Down Under,2017,2.UWT,0,0,0,-131.9895573,27.14336134,-15.88194237,7.611567835,9
3,santos tour down under,Tour Down Under,2018,2.UWT,0,0,0,-114.7185056,33.20976284,-8.233108812,36.42855391,8
3,santos tour down under,Tour Down Under,2019,2.UWT,0,0,0,-49.93581257,72.99864055,-7.661473793,31.46847465,8
3,santos tour down under,Tour Down Under,2020,2.UWT,0,0,0,28.331552,58.03437135,-2.419654417,9.859129747,8
4,santos tour down under,Tour Down Under,2015,2.UWT,0,0,0,-35.00825026,-5.734992126,15.29213591,-13.30230512,8
4,santos tour down under,Tour Down Under,2016,2.UWT,0,0,0,-29.93417135,-6.91925244,8.901372523,10.60564047,10
4,santos tour down under,Tour Down Under,2017,2.UWT,0,0,0,-111.1784326,34.69310515,-2.868935728,25.25486154,8
4,santos tour down under,Tour Down Under,2018,2.UWT,0,0,0,-15.75064179,111.0240574,20.13127037,34.22254684,9
4,santos tour down under,Tour Down Under,2019,2.UWT,0,0,0,23.13815378,37.43994628,16.24028662,11.84964336,8
4,santos tour down under,Tour Down Under,2020,2.UWT,0,0,0,-117.4277257,1.47209411,-16.0042507,-17.49168092,9
5,santos tour down under,Tour Down Under,2015,2.UWT,0,0,0,41.48657179,73.55436919,-34.8953977,4.226705091,8
5,santos tour down under,Tour Down Under,2016,2.UWT,0,0,0,43.31230436,72.28080207,6.71062615,-4.593501627,10
5,santos tour down under,Tour Down Under,2017,2.UWT,0,0,0,30.55131559,51.83843867,18.22228373,2.433843217,9
5,santos tour down under,Tour Down Under,2018,2.UWT,0,0,0,33.94859848,73.54523352,17.80344112,5.329091437,9
5,santos tour down under,Tour Down Under,2019,2.UWT,0,0,0,-131.3958372,39.7113149,-24.54942944,28.03239492,10
5,santos tour down under,Tour Down Under,2020,2.UWT,0,0,0,-118.9050043,9.667809251,-9.087975281,-1.030833957,10
6,santos tour down under,Tour Down Under,2015,2.UWT,0,0,0,-18.46542445,-11.77689916,-0.795809028,-1.145278996,8
6,santos tour down under,Tour Down Under,2016,2.UWT,0,0,0,-55.82968191,-10.1535,3.280691244,-1.496346889,9
6,santos tour down under,Tour Down Under,2017,2.UWT,0,0,0,-90.09378545,26.4032732,-2.240516798,31.15681486,8
6,santos tour down under,Tour Down Under,2018,2.UWT,0,0,0,-158.3947682,34.6307634,-15.15540371,32.582731,10
6,santos tour down under,Tour Down Under,2019,2.UWT,0,0,0,32.92760196,72.08848561,7.649343906,14.64468725,9
6,santos tour down under,Tour Down Under,2020,2.UWT,0,0,0,24.8968347,52.34865162,-3.627552327,7.621374955,6
1,strade bianche,Strade Bianche,2017,1.UWT,0,1,0,5.012143428,106.3849175,-0.905146137,64.12531902,9
1,strade bianche,Strade Bianche,2018,1.UWT,0,1,0,-22.35587429,136.4758073,27.64926886,41.50634693,8
1,strade bianche,Strade Bianche,2019,1.UWT,0,1,0,-3.958445257,78.80858123,31.66355806,69.26177315,10
2,tirreno - adriatico,Tirreno Adriatico,2016,2.UWT,0,0,0,-58.13682261,172.5174876,19.6396991,91.48041111,10
3,tirreno - adriatico,Tirreno Adriatico,2016,2.UWT,0,0,0,-183.6443422,36.20649421,-6.702665428,26.6098026,10
4,tirreno - adriatico,Tirreno Adriatico,2016,2.UWT,0,0,0,-62.38317057,70.37871825,14.3672647,86.91022659,7
6,tirreno - adriatico,Tirreno Adriatico,2016,2.UWT,0,0,0,-131.3220773,147.3417319,40.93050084,79.46883745,10
7,tirreno - adriatico,Tirreno Adriatico,2016,2.UWT,1,0,0,-45.03930633,43.65351481,-53.43229932,65.31261931,10
1,tirreno-adriatico,Tirreno Adriatico,2015,2.UWT,1,0,0,-51.73151488,47.87938826,-16.8883563,86.98028509,10
2,tirreno-adriatico,Tirreno Adriatico,2014,2.UWT,0,0,0,-192.3817849,41.34404086,-12.30064579,15.033499,9
2,tirreno-adriatico,Tirreno Adriatico,2015,2.UWT,0,0,0,-113.2050795,24.28415119,-18.02016999,27.28055242,9
2,tirreno-adriatico,Tirreno Adriatico,2017,2.UWT,0,0,0,-25.51534811,166.2803147,-15.78922477,81.36959448,10
2,tirreno-adriatico,Tirreno Adriatico,2018,2.UWT,0,0,0,-141.0418436,43.3612022,3.375995875,30.0205292,10
2,tirreno-adriatico,Tirreno Adriatico,2019,2.UWT,0,0,0,15.15293462,120.9569851,20.44820558,52.32263193,9
3,tirreno-adriatico,Tirreno Adriatico,2014,2.UWT,0,0,0,-81.83247784,55.59660781,-0.329842124,64.52204671,10
3,tirreno-adriatico,Tirreno Adriatico,2015,2.UWT,0,0,0,-48.65633174,88.31929496,1.851541328,75.28873022,8
3,tirreno-adriatico,Tirreno Adriatico,2017,2.UWT,0,0,0,-137.9721939,27.63875263,0.208255893,24.51785351,9
3,tirreno-adriatico,Tirreno Adriatico,2018,2.UWT,0,0,0,60.22934981,144.4967065,-19.2686153,-9.027075929,10
3,tirreno-adriatico,Tirreno Adriatico,2019,2.UWT,0,0,0,-154.6120735,34.15604564,-1.172551058,34.53340729,10
4,tirreno-adriatico,Tirreno Adriatico,2014,2.UWT,0,0,0,50.50095062,95.87600801,-15.99143274,-16.20209421,9
4,tirreno-adriatico,Tirreno Adriatico,2015,2.UWT,0,0,0,54.69181615,93.25426707,-5.375371238,-20.274724,9
4,tirreno-adriatico,Tirreno Adriatico,2017,2.UWT,0,0,0,86.43976909,206.3390655,-46.8796196,-35.90174973,10
4,tirreno-adriatico,Tirreno Adriatico,2018,2.UWT,0,0,0,69.82790514,159.6142004,-10.05125645,-29.71217152,10
4,tirreno-adriatico,Tirreno Adriatico,2019,2.UWT,0,0,0,37.19908398,91.34480751,5.744904278,14.23683183,10
5,tirreno-adriatico,Tirreno Adriatico,2014,2.UWT,0,0,0,38.1968023,52.09691699,-9.954307065,-13.11849531,7
5,tirreno-adriatico,Tirreno Adriatico,2015,2.UWT,0,0,0,82.43096256,200.7031618,-14.78266455,-50.57907936,9
5,tirreno-adriatico,Tirreno Adriatico,2017,2.UWT,0,0,0,20.38248645,201.0965602,-53.95048295,22.30047949,10
5,tirreno-adriatico,Tirreno Adriatico,2018,2.UWT,0,0,0,-3.720232353,161.4862641,-11.50101621,31.30305498,9
5,tirreno-adriatico,Tirreno Adriatico,2019,2.UWT,0,0,0,51.0078849,116.228776,-13.70794323,5.340696683,10
6,tirreno-adriatico,Tirreno Adriatico,2014,2.UWT,0,0,0,-118.5789567,32.59566911,-10.12253305,27.54315025,7
6,tirreno-adriatico,Tirreno Adriatico,2015,2.UWT,0,0,0,-125.2344533,34.21065741,-11.82356777,40.5567132,10
6,tirreno-adriatico,Tirreno Adriatico,2017,2.UWT,0,0,0,-158.4090073,43.19957089,4.337367212,47.20389689,10
6,tirreno-adriatico,Tirreno Adriatico,2018,2.UWT,0,0,0,-129.880634,24.88374945,13.34822814,25.43650482,10
6,tirreno-adriatico,Tirreno Adriatico,2019,2.UWT,0,0,0,-130.6799877,73.12376417,15.06204263,64.16738717,10
7,tirreno-adriatico,Tirreno Adriatico,2014,2.UWT,1,0,0,21.80751774,32.69602781,-60.09633391,37.5740211,8
7,tirreno-adriatico,Tirreno Adriatico,2015,2.UWT,1,0,0,-3.583255396,4.688333431,-45.15213066,33.62575053,8
7,tirreno-adriatico,Tirreno Adriatico,2017,2.UWT,1,0,0,6.970669582,37.4162431,-49.6794031,30.77239116,8
7,tirreno-adriatico,Tirreno Adriatico,2018,2.UWT,1,0,0,26.20496592,15.79180302,-46.16691861,21.80579536,8
7,tirreno-adriatico,Tirreno Adriatico,2019,2.UWT,1,0,0,12.74324825,20.93610453,-44.28624168,25.50677344,7
1,tour de france,Tour de France,2014,2.UWT,0,0,1,-156.3387361,84.16038685,-9.898888646,24.26943539,9
1,tour de france,Tour de France,2015,2.UWT,1,0,1,33.33858164,44.27821668,-84.30283316,39.73492897,10
1,tour de france,Tour de France,2016,2.UWT,0,0,1,-238.721871,52.44777966,-24.19592885,1.292284457,10
1,tour de france,Tour de France,2017,2.UWT,1,0,1,-24.5987333,79.65842515,-57.96006971,41.31583877,10
1,tour de france,Tour de France,2018,2.UWT,0,0,1,-202.206161,112.1801003,-18.70866254,46.02387087,10
1,tour de france,Tour de France,2019,2.UWT,0,0,1,-210.7903492,83.59476638,22.07082104,85.4629632,10
2,tour de france,Tour de France,2014,2.UWT,0,0,1,-24.95493115,173.6190747,19.34763349,65.63030824,10
2,tour de france,Tour de France,2015,2.UWT,0,0,1,-95.06286977,117.8057469,-42.99206073,72.00285578,10
2,tour de france,Tour de France,2016,2.UWT,0,0,1,-26.73785866,248.4972838,32.02228646,71.19286809,10
2,tour de france,Tour de France,2017,2.UWT,0,0,1,-267.522371,80.55268212,3.311142564,21.3743656,10
2,tour de france,Tour de France,2018,2.UWT,0,0,1,-251.9118804,148.627931,17.13949587,42.26898316,10
3,tour de france,Tour de France,2014,2.UWT,0,0,1,-194.8759291,47.6914218,-12.41954764,13.27289832,10
3,tour de france,Tour de France,2015,2.UWT,0,0,1,72.20327294,176.0654131,-4.620628943,-33.49049553,10
3,tour de france,Tour de France,2016,2.UWT,0,0,1,-213.514088,39.71244149,-24.49719416,-23.94977276,10
3,tour de france,Tour de France,2017,2.UWT,0,0,1,-71.36450984,175.6371693,-5.906993138,60.844721,10
3,tour de france,Tour de France,2019,2.UWT,0,0,1,-112.1872697,144.2948434,44.52611888,109.3336032,10
4,tour de france,Tour de France,2014,2.UWT,0,0,1,-256.639132,60.14961862,-29.09786859,11.49782941,10
4,tour de france,Tour de France,2015,2.UWT,0,0,1,-178.47422,95.95731846,13.15335523,56.16701038,10
4,tour de france,Tour de France,2016,2.UWT,0,0,1,-226.4796336,52.48569135,-4.398873008,-7.195921205,10
4,tour de france,Tour de France,2017,2.UWT,0,0,1,-198.1932776,58.94064175,-8.498159294,23.00007253,9
4,tour de france,Tour de France,2018,2.UWT,0,0,1,-264.3267291,64.19726247,-29.61057388,21.95140219,10
4,tour de france,Tour de France,2019,2.UWT,0,0,1,-266.9895985,80.67324522,-21.55715521,60.8380826,10
5,tour de france,Tour de France,2014,2.UWT,0,0,1,-50.61943994,93.44165696,-9.413520405,56.69785004,8
5,tour de france,Tour de France,2015,2.UWT,0,0,1,-300.0791675,100.5812688,-9.148778037,57.12879123,10
5,tour de france,Tour de France,2016,2.UWT,0,0,1,38.5061485,155.4058428,3.060761881,11.42003354,9
5,tour de france,Tour de France,2017,2.UWT,0,0,1,93.31270041,229.7741225,-27.89137738,-56.91537977,10
5,tour de france,Tour de France,2018,2.UWT,0,0,1,-64.09572745,198.005852,59.62660953,81.71870813,10
5,tour de france,Tour de France,2019,2.UWT,0,0,1,-125.0152754,113.5561571,63.09622061,114.0265322,10
6,tour de france,Tour de France,2014,2.UWT,0,0,1,-198.9956661,55.270499,3.695481835,7.465787942,9
6,tour de france,Tour de France,2015,2.UWT,0,0,1,-145.8813991,92.78161763,43.41074225,62.26655561,10
6,tour de france,Tour de France,2016,2.UWT,0,0,1,-236.1193569,52.84103895,-24.45323875,-4.88930786,9
6,tour de france,Tour de France,2017,2.UWT,0,0,1,-269.1947854,57.54744159,-24.45665508,-2.893741167,10
6,tour de france,Tour de France,2018,2.UWT,0,0,1,16.32008423,224.6371478,0.503375222,23.14375834,10
6,tour de france,Tour de France,2019,2.UWT,0,0,1,61.92678802,148.2818536,-11.51024333,-18.13695034,10
7,tour de france,Tour de France,2014,2.UWT,0,0,1,-75.60693668,95.21873938,10.75779523,101.2849906,10
7,tour de france,Tour de France,2015,2.UWT,0,0,1,-267.5569212,66.57825509,-30.67455859,42.61943826,10
7,tour de france,Tour de France,2016,2.UWT,0,0,1,27.50698836,136.8753591,16.15652993,31.15157818,10
7,tour de france,Tour de France,2017,2.UWT,0,0,1,-250.909229,57.26024138,-22.34229992,10.34258199,10
7,tour de france,Tour de France,2018,2.UWT,0,0,1,-232.2718847,58.613384,-14.19897305,18.73461737,10
7,tour de france,Tour de France,2019,2.UWT,0,0,1,-276.0829378,90.09586798,-0.885622421,72.06211569,10
8,tour de france,Tour de France,2014,2.UWT,0,0,1,76.35451093,207.2156826,3.68893304,-41.2223934,9
8,tour de france,Tour de France,2015,2.UWT,0,0,1,-6.189269321,229.6712505,26.25464615,47.12602231,10
8,tour de france,Tour de France,2016,2.UWT,0,0,1,85.11223733,226.0858062,6.641418073,-41.03449821,10
8,tour de france,Tour de France,2017,2.UWT,0,0,1,36.90436006,44.5834999,13.3564047,-15.72362063,9
8,tour de france,Tour de France,2018,2.UWT,0,0,1,-243.6432916,62.67699555,-22.42194855,40.00865263,10
8,tour de france,Tour de France,2019,2.UWT,0,0,1,-67.68482849,151.0941179,13.98390082,90.62010768,10
9,tour de france,Tour de France,2014,2.UWT,0,0,1,-2.244255648,61.43164084,-25.03798733,47.93215774,7
9,tour de france,Tour de France,2016,2.UWT,0,0,1,57.47522072,116.2667647,-20.84923052,-14.86642102,9
9,tour de france,Tour de France,2017,2.UWT,0,0,1,85.84254552,198.3742919,-15.46822235,-51.74886262,10
9,tour de france,Tour de France,2018,2.UWT,0,0,1,-191.8485089,93.7353793,-7.012680198,83.8610626,10
9,tour de france,Tour de France,2019,2.UWT,0,0,1,-9.839487624,14.13245525,8.044877426,32.08036543,9
10,tour de france,Tour de France,2014,2.UWT,0,0,1,77.41834186,189.1672058,4.496619273,-39.16040053,10
10,tour de france,Tour de France,2015,2.UWT,0,0,1,73.94533147,201.1268231,-5.249471847,-27.09685518,10
10,tour de france,Tour de France,2016,2.UWT,0,0,1,-97.80397517,99.2356324,40.07395444,84.76345017,10
10,tour de france,Tour de France,2017,2.UWT,0,0,1,-219.7718028,44.22187042,0.793591513,7.60711716,10
10,tour de france,Tour de France,2018,2.UWT,0,0,1,25.22719901,112.812027,14.90190577,35.64648001,10
10,tour de france,Tour de France,2019,2.UWT,0,0,1,-182.6686216,98.76850081,34.1351293,110.6216118,10
11,tour de france,Tour de France,2014,2.UWT,0,0,1,-127.1957142,84.68020633,45.48299891,75.19579591,10
11,tour de france,Tour de France,2015,2.UWT,0,0,1,68.44826468,185.2158841,16.51322575,-38.61530424,9
11,tour de france,Tour de France,2016,2.UWT,0,0,1,-178.66146,90.26051839,-33.41931749,64.16612804,10
11,tour de france,Tour de France,2017,2.UWT,0,0,1,-170.4593419,35.04958801,-12.3143683,-7.676364092,9
11,tour de france,Tour de France,2018,2.UWT,0,0,1,73.02524206,176.2165609,-29.74508914,-26.59370683,10
11,tour de france,Tour de France,2019,2.UWT,0,0,1,-235.6070507,71.51401996,-13.45330538,47.5598272,10
12,tour de france,Tour de France,2014,2.UWT,0,0,1,-194.0128643,55.61931976,9.31671796,9.625842441,10
12,tour de france,Tour de France,2015,2.UWT,0,0,1,58.71461347,150.455543,8.823643732,-23.31429418,8
12,tour de france,Tour de France,2016,2.UWT,0,0,1,12.22283663,19.14953775,2.768797439,10.05327082,6
12,tour de france,Tour de France,2017,2.UWT,0,0,1,75.6725762,155.1791263,-18.51176197,-45.15068948,10
12,tour de france,Tour de France,2018,2.UWT,0,0,1,85.22985911,210.007786,-41.0024642,-33.97618274,10
12,tour de france,Tour de France,2019,2.UWT,0,0,1,-17.74344154,66.99726427,13.38279493,35.87225176,9
13,tour de france,Tour de France,2014,2.UWT,0,0,1,69.59483201,182.1696819,5.306891889,-38.19319172,8
13,tour de france,Tour de France,2015,2.UWT,0,0,1,-36.43818251,213.3440487,8.467138314,38.76110288,10
13,tour de france,Tour de France,2016,2.UWT,1,0,1,52.82481504,111.486347,-68.32779658,18.95670083,10
13,tour de france,Tour de France,2017,2.UWT,0,0,1,84.22401164,205.5314638,-29.86696582,-47.64160292,10
13,tour de france,Tour de France,2018,2.UWT,0,0,1,-229.8576952,96.14020839,19.4742658,98.77830228,10
13,tour de france,Tour de France,2019,2.UWT,1,0,1,54.90326665,110.7268092,-13.88344404,-13.4718883,10
14,tour de france,Tour de France,2014,2.UWT,0,0,1,69.59483201,182.1696819,5.306891889,-38.19319172,8
14,tour de france,Tour de France,2015,2.UWT,0,0,1,1.6415122,130.1976547,-16.28214032,15.16539805,9
14,tour de france,Tour de France,2016,2.UWT,0,0,1,-263.6524884,63.69194828,-1.253497428,-0.532234817,10
14,tour de france,Tour de France,2017,2.UWT,0,0,1,-43.86806171,141.7292727,37.96470463,69.906603,10
14,tour de france,Tour de France,2018,2.UWT,0,0,1,-44.76644298,57.68000656,18.31056324,50.39663342,10
14,tour de france,Tour de France,2019,2.UWT,0,0,1,65.27887841,151.9713163,-12.26038382,-21.08709946,10
15,tour de france,Tour de France,2014,2.UWT,0,0,1,-188.0551521,51.1790509,-11.84624808,17.79904366,9
15,tour de france,Tour de France,2015,2.UWT,0,0,1,-215.6986333,79.16109344,-16.14257587,71.71731254,9
15,tour de france,Tour de France,2016,2.UWT,0,0,1,38.9188424,49.41206535,2.895999433,-3.747180292,10
15,tour de france,Tour de France,2017,2.UWT,0,0,1,42.87059949,101.5463514,34.45038141,0.306360234,10
15,tour de france,Tour de France,2018,2.UWT,0,0,1,30.0367536,88.10996048,3.852266688,-11.95991363,9
15,tour de france,Tour de France,2019,2.UWT,0,0,1,71.97573229,179.9395964,-9.912095087,-32.4522915,9
16,tour de france,Tour de France,2014,2.UWT,0,0,1,-5.747152594,53.86809656,12.26419058,53.77308944,6
16,tour de france,Tour de France,2015,2.UWT,0,0,1,-34.96854355,27.3623602,-8.646519362,36.19318696,6
16,tour de france,Tour de France,2016,2.UWT,0,0,1,-193.8604037,99.01731927,0.221270263,119.44477,10
16,tour de france,Tour de France,2017,2.UWT,0,0,1,-79.01885343,67.75946388,25.95986836,72.08731431,10
16,tour de france,Tour de France,2018,2.UWT,0,0,1,43.23536715,96.61248382,5.368218141,-1.519236565,9
16,tour de france,Tour de France,2019,2.UWT,0,0,1,-266.6932465,90.35875862,-8.353017902,76.53253686,10
17,tour de france,Tour de France,2014,2.UWT,0,0,1,54.98360502,128.2102265,14.82457218,-18.57495214,9
17,tour de france,Tour de France,2015,2.UWT,0,0,1,55.1315297,85.99853559,-17.32755613,-18.86412493,10
17,tour de france,Tour de France,2016,2.UWT,0,0,1,37.22845695,74.48648988,-10.96022539,-20.53684248,5
17,tour de france,Tour de France,2017,2.UWT,0,0,1,83.10082418,186.8847386,-20.439758,-48.91154972,10
17,tour de france,Tour de France,2018,2.UWT,0,0,1,78.3984962,177.0323344,-52.71992267,-29.32349618,10
17,tour de france,Tour de France,2019,2.UWT,0,0,1,-13.7435579,63.53210523,24.68243633,50.7652651,9
18,tour de france,Tour de France,2014,2.UWT,0,0,1,76.47022416,202.478283,8.405354897,-38.02210768,9
18,tour de france,Tour de France,2015,2.UWT,0,0,1,40.77043191,58.43178811,2.462018395,-8.033526161,9
18,tour de france,Tour de France,2016,2.UWT,1,0,1,80.1542476,182.3511941,-30.22585468,-37.35229026,10
18,tour de france,Tour de France,2017,2.UWT,0,0,1,76.56792164,163.8627188,-16.33440569,-45.60571043,10
18,tour de france,Tour de France,2018,2.UWT,0,0,1,-245.3929706,72.01675799,-7.524249762,41.42243137,10
18,tour de france,Tour de France,2019,2.UWT,0,0,1,47.34918996,102.4997661,0.689809139,-15.826813,9
19,tour de france,Tour de France,2014,2.UWT,0,0,1,-109.1068132,19.55603954,23.37597309,12.88266216,10
19,tour de france,Tour de France,2015,2.UWT,0,0,1,96.80535173,262.183179,0.670554768,-57.94739911,10
19,tour de france,Tour de France,2016,2.UWT,0,0,1,90.13221495,233.8549349,-2.539188513,-51.44767444,10
19,tour de france,Tour de France,2017,2.UWT,0,0,1,-16.63514688,-0.318744158,-1.136324634,17.27415901,8
19,tour de france,Tour de France,2018,2.UWT,0,0,1,79.72171359,187.1689746,-43.1605222,-29.22341421,10
