SEGMENT,RACE,CLIMB,year,race,stage,summit,duplicate
https://www.strava.com/segments/738025?filter=overall,Vuelta 2017 Stage 20,Angliru,2017,vuelta a espana,20,1,0
https://www.strava.com/segments/14987618?filter=overall,Vuelta 2017 Stage 17,Los Machucos,2017,vuelta a espana,17,1,0
https://www.strava.com/segments/5738349?filter=overall,Vuelta 2017 Stage 18,Santo Toriblo,2017,vuelta a espana,18,1,0
https://www.strava.com/segments/15879349?filter=overall,Vuelta 2017 Stage 15,Sierra Nevada,2017,vuelta a espana,15,1,0
https://www.strava.com/segments/15910681?filter=overall,Vuelta 2017 Stage 14,La Pandera,2017,vuelta a espana,14,1,0
https://www.strava.com/segments/20623816?filter=overall,Vuelta 2017 Stage 11,Observ. Calar Alto,2017,vuelta a espana,11,1,0
https://www.strava.com/segments/6537131?filter=overall,Vuelta 2017 Stage 10,Collado Bermejo,2017,vuelta a espana,10,0,0
https://www.strava.com/segments/5270481?filter=overall,Vuelta 2017 Stage 9,Cumbre del Sol,2017,vuelta a espana,9,1,0
https://www.strava.com/segments/6543153?filter=overall,Vuelta 2017 Stage 8,Xorret de Cati,2017,vuelta a espana,8,1,0
https://www.strava.com/segments/18208562?filter=overall,Vuelta 2017 Stage 3,Comella,2017,vuelta a espana,3,0,0
https://www.strava.com/segments/14386826?filter=overall,Vuelta 2017 Stage 5,Ermita Santa Lucia,2017,vuelta a espana,5,1,1
https://www.strava.com/segments/16898174?filter=overall,Vuelta San Juan 2020 Stage 5,Alto Colorado,2020,vuelta a san juan internacional,5,,0
https://www.strava.com/segments/3806350?filter=overall,World Champs RR 2018,Gramart,2018,world championships - road race,1,0,0
