Nairo Quintana Rojas,4,4
Thibaut Pinot,4.33,4.33
Alexey Lutsenko,8,8
David Gaudu,8,8
Pavel Sivakov,8,8
Aleksandr Vlasov,11,11
Wilco Kelderman,13,13
Hugh John Carthy,15,15
Jesús Herrada,21,21
Eddie Dunbar,23,23
Andrea Bagioli,26,26
Fausto Masnada,29,29
Sepp Kuss,29,29
Gianni Moscon,41,41
Gorka Izagirre,41,41
Jan Hirt,41,41
Ruben Guerreiro,41,41
Warren Barguil,41,41
Winner Anacona,41,41
Attila Valter,51,51
Domenico Pozzovivo,51,51
Marc Hirschi,51,51
Robert Gesink,51,51
Sam Oomen,51,51
Tanel Kangert,51,51
Davide Villella,67,67
Eduard Prades,67,67
Lluís Mas Bonet,67,67
Roman Kreuziger,67,67
Chris Lawless,101,101
Fabio Felline,101,101
Ian Stannard,101,101
Julien Bérard,101,101
Kasper Asgreen,101,101
Magnus Cort,101,101
Merhawi Kudus,101,101
Nico Denz,101,101
Niklas Eg,101,101
Pieter Serry,101,101
Rémi Cavagna,101,101
Rudy Molard,101,101
Sep Vanmarcke,101,101
