NAME,HIGH,LOW,Betway
Elia Viviani,3,3,3
Niccolo Bonifazio,4.5,4.5,4.5
Sonny Colbrelli,6.5,6.5,6.5
Bryan Coquard,8.5,8.5,8.5
Clement Venturini,12,12,12
Eduard Grosu,21,21,21
Simone Consonni,26,26,26
Andrea Pasqualon,34,34,34
Luis Leon Sanchez,34,34,34
Arbid de Kleijn,41,41,41
Jordan Levasseur,41,41,41
Matteo Malucelli,41,41,41
Christophe Laporte,51,51,51
Yevgeny Gidich,51,51,51
Benoit Cosnefroy,67,67,67
Giovanni Lonardi,67,67,67
Omar Fraile,67,67,67
Piotr Havik,81,81,81
