Tadej Pogacar,2.5,2.5
Primoz Roglic,3,3
Matej Mohoric,8,8
Jan Polanc,10,10
Jan Tratnik,12,12
Grega Bole,20,20
Janez Brajkovic,20,20
Luka Pibernik,25,25
Domen Novak,30,30
Luka Mezgec,40,40
Gasper Katrasnik,40,40
Martin Lavric,40,40
Tilen Finkst,50,50
Marko Kump,60,60
Nik Cemazar,80,80
Jaka Primozic,80,80
Ziga Groselj,100,100
Ziga Horvat,125,125
David Per,125,125
Matic Groselj,150,150
Aljaz Jarc,150,150
Uros Repse,150,150
Rok Korosec,200,200
Aljaz Prah,200,200
